time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm)_x,elevation,city_x,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa),snowfall (cm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (km/h),windspeed_100m (km/h),winddirection_10m (°),winddirection_100m (°),windgusts_10m (km/h),et0_fao_evapotranspiration (mm)_y,vapor_pressure_deficit (kPa),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),city_y,month,rainy,year
2018-11-29,27.3,25.6,32.8,31.4,2018-11-29T04:48,2018-11-29T17:25,14.07,5.9,0.0,13.7,22.0,2.72,0,u,26.4,90.0,24.6,32.5,1012.6,987.1,0.0,64.0,33.0,7.0,99.0,0.0,0.0,0.0,0.0,2.5,3.3,135.0,139.0,9.0,0.0,0.35,27.0,27.0,27.1,27.0,0.103,0.099,0.06,0.078,u,11,True,2018
2018-11-30,28.3,25.9,34.7,31.1,2018-11-30T04:49,2018-11-30T17:25,19.94,6.9,0.0,15.5,29.2,3.82,0,u,26.1,91.0,24.5,31.9,1012.0,986.5,0.0,73.0,41.0,11.0,99.0,0.0,0.0,0.0,0.0,4.6,5.6,135.0,140.0,13.3,0.0,0.31,26.8,26.9,27.0,27.0,0.105,0.104,0.062,0.078,u,11,True,2018
2018-12-01,28.3,25.5,33.1,30.9,2018-12-01T04:49,2018-12-01T17:26,18.57,1.4,0.0,16.1,27.7,3.58,0,u,25.9,88.0,23.8,31.3,1011.4,985.9,0.0,100.0,64.0,23.0,95.0,0.0,0.0,0.0,0.0,4.0,6.1,175.0,180.0,9.0,0.0,0.4,26.6,26.9,26.9,26.9,0.107,0.105,0.065,0.078,u,12,True,2018
2018-12-02,27.8,25.7,33.4,31.1,2018-12-02T04:49,2018-12-02T17:26,21.91,3.1,0.0,15.7,27.0,4.14,0,u,25.7,90.0,24.0,31.2,1010.2,984.7,0.0,76.0,44.0,20.0,82.0,0.0,0.0,0.0,0.0,4.1,5.8,135.0,150.0,10.8,0.0,0.32,26.8,26.9,27.1,27.1,0.1,0.099,0.067,0.077,u,12,True,2018
2018-12-03,27.9,25.8,33.7,30.3,2018-12-03T04:49,2018-12-03T17:27,19.85,11.7,0.0,15.8,29.2,3.8,0,u,26.4,88.0,24.3,31.0,1010.1,984.7,0.0,59.0,33.0,27.0,42.0,0.0,0.0,0.0,0.0,11.5,13.8,129.0,131.0,21.2,0.01,0.4,27.0,27.1,27.1,27.2,0.102,0.1,0.068,0.077,u,12,True,2018
2018-12-04,28.0,25.4,34.2,30.3,2018-12-04T04:50,2018-12-04T17:27,19.85,31.8,0.0,15.4,30.2,3.75,0,u,25.7,90.0,23.8,30.3,1010.7,985.2,0.0,100.0,89.0,95.0,94.0,0.0,0.0,0.0,0.0,9.2,11.1,111.0,115.0,18.0,0.0,0.34,26.9,27.1,27.1,27.1,0.105,0.105,0.07,0.077,u,12,True,2018
2018-12-05,28.8,26.1,35.6,31.7,2018-12-05T04:50,2018-12-05T17:28,23.32,12.3,0.0,18.9,31.0,4.27,0,u,26.7,89.0,24.7,32.1,1009.9,984.5,0.0,41.0,37.0,8.0,11.0,0.0,0.0,0.0,0.0,7.8,8.8,124.0,125.0,12.2,0.0,0.39,27.0,27.1,27.0,27.1,0.103,0.103,0.072,0.077,u,12,True,2018
2018-12-06,28.6,26.2,35.8,31.4,2018-12-06T04:50,2018-12-06T17:28,22.76,14.7,0.0,17.6,30.2,4.16,0,u,26.4,94.0,25.3,32.1,1009.4,984.0,0.0,77.0,37.0,22.0,100.0,0.0,0.0,0.0,0.0,7.6,8.7,135.0,135.0,14.4,0.0,0.22,27.2,27.3,27.2,27.2,0.106,0.106,0.075,0.077,u,12,True,2018
2018-12-07,29.1,26.0,36.6,31.4,2018-12-07T04:51,2018-12-07T17:29,24.42,8.0,0.0,17.3,28.1,4.54,0,u,26.5,92.0,25.2,32.0,1009.2,983.8,0.0,73.0,40.0,15.0,92.0,0.0,0.0,0.0,0.0,9.2,11.4,121.0,125.0,16.2,0.0,0.27,27.3,27.3,27.2,27.2,0.105,0.106,0.082,0.077,u,12,True,2018
2018-12-08,28.8,26.0,36.4,31.6,2018-12-08T04:51,2018-12-08T17:29,24.37,6.1,0.0,15.5,27.7,4.61,0,u,26.6,92.0,25.2,32.5,1009.8,984.4,0.0,78.0,46.0,13.0,97.0,0.0,0.0,0.0,0.0,6.3,8.4,121.0,130.0,16.9,0.0,0.29,27.4,27.3,27.2,27.2,0.105,0.104,0.084,0.077,u,12,True,2018
2018-12-09,28.8,26.3,36.1,32.3,2018-12-09T04:51,2018-12-09T17:30,24.2,4.2,0.0,17.7,31.3,4.48,0,u,26.8,89.0,24.9,32.6,1010.7,985.3,0.0,70.0,38.0,9.0,100.0,0.0,0.0,0.0,0.0,5.8,7.2,240.0,233.0,13.7,0.0,0.37,27.3,27.3,27.2,27.2,0.105,0.104,0.087,0.077,u,12,True,2018
2018-12-10,29.4,27.0,37.1,32.8,2018-12-10T04:52,2018-12-10T17:30,23.49,1.1,0.0,17.1,27.4,4.33,0,u,27.0,90.0,25.2,33.6,1009.4,984.1,0.0,65.0,36.0,5.0,99.0,0.0,0.0,0.0,0.0,1.9,2.2,292.0,279.0,10.1,0.0,0.36,27.2,27.4,27.3,27.2,0.104,0.104,0.087,0.078,u,12,True,2018
2018-12-11,29.2,27.0,35.5,32.5,2018-12-11T04:52,2018-12-11T17:31,22.51,1.3,0.0,19.9,34.6,4.21,0,u,27.0,93.0,25.8,32.9,1009.6,984.2,0.0,53.0,32.0,2.0,78.0,0.0,0.0,0.0,0.0,9.7,12.3,268.0,267.0,17.3,0.0,0.24,27.3,27.5,27.4,27.3,0.1,0.099,0.087,0.078,u,12,True,2018
2018-12-12,29.0,26.8,35.8,31.8,2018-12-12T04:53,2018-12-12T17:32,22.16,2.5,0.0,15.2,28.1,4.23,0,u,27.1,90.0,25.4,32.4,1010.0,984.6,0.0,57.0,30.0,3.0,95.0,0.0,0.0,0.0,0.0,11.2,14.2,255.0,254.0,19.4,0.01,0.34,27.2,27.4,27.3,27.2,0.097,0.097,0.087,0.078,u,12,True,2018
2018-12-13,29.1,26.6,37.1,32.4,2018-12-13T04:53,2018-12-13T17:32,20.85,4.8,0.0,14.5,27.4,4.08,0,u,27.1,88.0,24.9,32.7,1010.4,985.0,0.0,61.0,26.0,13.0,98.0,0.0,0.0,0.0,0.0,7.1,8.2,294.0,299.0,13.3,0.0,0.45,27.2,27.4,27.3,27.2,0.097,0.095,0.087,0.078,u,12,True,2018
2018-12-14,29.6,26.6,36.7,32.1,2018-12-14T04:53,2018-12-14T17:33,23.31,5.5,0.0,17.5,29.5,4.48,0,u,27.1,91.0,25.4,33.1,1010.6,985.2,0.0,74.0,37.0,18.0,100.0,0.0,0.0,0.0,0.0,6.5,8.3,273.0,265.0,16.2,0.0,0.33,27.3,27.4,27.4,27.3,0.103,0.1,0.086,0.078,u,12,True,2018
2018-12-15,29.4,26.3,35.1,31.0,2018-12-15T04:54,2018-12-15T17:33,21.78,6.3,0.0,22.3,35.3,4.19,0,u,26.6,90.0,24.8,31.7,1011.0,985.6,0.0,59.0,37.0,21.0,42.0,0.0,0.0,0.0,0.0,10.1,12.7,266.0,262.0,18.0,0.0,0.34,27.2,27.4,27.4,27.3,0.105,0.104,0.088,0.078,u,12,True,2018
2018-12-16,28.3,26.2,33.3,30.6,2018-12-16T04:54,2018-12-16T17:34,16.53,2.0,0.0,18.6,30.2,3.23,0,u,26.6,89.0,24.7,31.1,1011.5,986.1,0.0,100.0,99.0,8.0,98.0,0.0,0.0,0.0,0.0,13.6,16.8,248.0,247.0,21.2,0.01,0.38,27.1,27.4,27.4,27.3,0.106,0.106,0.089,0.078,u,12,True,2018
2018-12-17,28.2,26.6,33.6,30.9,2018-12-17T04:55,2018-12-17T17:34,22.92,1.1,0.0,17.6,31.3,4.46,0,u,26.7,85.0,24.0,31.6,1011.6,986.2,0.0,82.0,32.0,39.0,100.0,0.0,0.0,0.0,0.0,8.2,10.9,247.0,243.0,18.4,0.01,0.53,27.2,27.5,27.6,27.5,0.101,0.102,0.09,0.078,u,12,True,2018
2018-12-18,28.7,25.8,34.1,30.5,2018-12-18T04:55,2018-12-18T17:35,22.76,2.3,0.0,17.7,29.2,4.37,0,u,26.7,84.0,23.8,31.7,1012.1,986.7,0.0,91.0,33.0,60.0,85.0,0.0,0.0,0.0,0.0,6.9,8.9,223.0,223.0,15.8,0.01,0.56,27.3,27.5,27.7,27.6,0.098,0.099,0.09,0.078,u,12,True,2018
2018-12-19,27.6,25.3,32.7,30.3,2018-12-19T04:56,2018-12-19T17:35,17.41,3.6,0.0,15.1,29.9,3.38,0,u,25.5,91.0,23.9,30.5,1012.7,987.1,0.0,100.0,69.0,80.0,7.0,0.0,0.0,0.0,0.0,6.5,7.6,177.0,180.0,14.4,0.0,0.3,27.3,27.5,27.5,27.5,0.096,0.096,0.09,0.078,u,12,True,2018
2018-12-20,27.9,25.9,34.4,31.2,2018-12-20T04:56,2018-12-20T17:36,19.6,6.5,0.0,12.7,29.9,3.71,0,u,26.1,86.0,23.6,31.6,1012.2,986.7,0.0,61.0,39.0,7.0,73.0,0.0,0.0,0.0,0.0,2.1,2.1,121.0,121.0,9.0,0.0,0.47,27.0,27.3,27.3,27.3,0.098,0.096,0.09,0.078,u,12,True,2018
2018-12-21,29.3,26.0,37.0,31.2,2018-12-21T04:57,2018-12-21T17:36,22.01,3.3,0.0,8.8,25.2,4.32,0,u,26.4,87.0,24.1,31.5,1010.9,985.5,0.0,46.0,0.0,33.0,88.0,0.0,0.0,0.0,0.0,6.9,8.4,99.0,100.0,13.7,0.0,0.44,27.2,27.2,27.3,27.3,0.105,0.101,0.092,0.078,u,12,True,2018
2018-12-22,28.4,25.3,34.4,30.0,2018-12-22T04:57,2018-12-22T17:37,18.34,13.2,0.0,16.1,29.9,3.46,0,u,25.7,93.0,24.6,31.4,1011.2,985.7,0.0,96.0,62.0,18.0,99.0,0.0,0.0,0.0,0.0,5.1,6.4,231.0,227.0,15.8,0.0,0.22,27.0,27.3,27.3,27.3,0.107,0.104,0.093,0.079,u,12,True,2018
2018-12-23,27.6,25.8,33.0,30.1,2018-12-23T04:58,2018-12-23T17:37,15.77,10.8,0.0,14.6,32.8,3.02,0,u,25.9,90.0,24.2,31.5,1010.7,985.2,0.0,100.0,60.0,56.0,100.0,0.0,0.0,0.0,0.0,4.0,5.1,280.0,262.0,15.1,0.0,0.33,27.1,27.2,27.2,27.2,0.107,0.107,0.095,0.079,u,12,True,2018
2018-12-24,26.4,25.1,30.9,28.9,2018-12-24T04:58,2018-12-24T17:38,13.86,34.3,0.0,16.8,33.5,2.53,0,u,25.6,93.0,24.4,29.8,1009.8,984.3,0.0,100.0,54.0,46.0,99.0,0.0,0.0,0.0,0.0,14.8,18.0,270.0,268.0,29.5,0.0,0.24,27.0,27.1,27.3,27.3,0.107,0.108,0.098,0.079,u,12,True,2018
2018-12-25,27.1,26.0,32.4,30.6,2018-12-25T04:59,2018-12-25T17:38,15.72,11.3,0.0,18.3,31.7,2.97,0,u,26.1,87.0,23.7,30.9,1009.6,984.2,0.0,100.0,32.0,78.0,100.0,0.0,0.0,0.0,0.0,7.3,9.6,261.0,257.0,19.4,0.0,0.44,26.8,27.0,27.2,27.3,0.108,0.109,0.105,0.079,u,12,True,2018
2018-12-26,29.1,26.0,35.3,30.5,2018-12-26T04:59,2018-12-26T17:39,23.06,2.9,0.0,17.5,29.9,4.46,0,u,26.2,87.0,23.9,30.9,1010.0,984.6,0.0,76.0,30.0,33.0,98.0,0.0,0.0,0.0,0.0,8.9,10.2,249.0,247.0,15.5,0.01,0.43,27.0,27.0,27.2,27.3,0.107,0.109,0.106,0.08,u,12,True,2018
2018-12-27,29.1,26.1,34.6,30.4,2018-12-27T05:00,2018-12-27T17:39,22.48,2.0,0.0,19.4,33.1,4.44,0,u,26.1,91.0,24.5,31.3,1010.0,984.6,0.0,65.0,25.0,21.0,100.0,0.0,0.0,0.0,0.0,7.9,9.8,286.0,276.0,20.9,0.0,0.32,27.2,27.2,27.2,27.3,0.106,0.105,0.105,0.081,u,12,True,2018
2018-12-28,28.6,26.3,32.5,29.7,2018-12-28T05:00,2018-12-28T17:40,13.95,2.4,0.0,26.3,42.8,3.17,0,u,26.4,91.0,24.9,30.4,1008.1,982.7,0.0,100.0,32.0,86.0,100.0,0.0,0.0,0.0,0.0,18.4,22.7,273.0,270.0,33.5,0.01,0.3,27.1,27.3,27.3,27.4,0.102,0.103,0.104,0.081,u,12,True,2018
2018-12-29,29.6,26.3,34.3,30.3,2018-12-29T05:01,2018-12-29T17:40,17.99,0.6,0.0,22.1,37.1,4.14,0,u,27.0,89.0,25.1,30.9,1007.2,981.9,0.0,60.0,21.0,18.0,100.0,0.0,0.0,0.0,0.0,19.5,24.2,295.0,293.0,34.6,0.02,0.38,27.2,27.3,27.3,27.4,0.099,0.1,0.104,0.082,u,12,True,2018
2018-12-30,29.3,26.6,35.0,30.8,2018-12-30T05:01,2018-12-30T17:41,19.47,6.0,0.0,21.4,32.8,3.97,0,u,26.8,88.0,24.5,31.1,1008.4,983.1,0.0,83.0,19.0,60.0,99.0,0.0,0.0,0.0,0.0,14.1,17.7,266.0,268.0,25.6,0.02,0.44,27.2,27.3,27.3,27.4,0.095,0.098,0.103,0.082,u,12,True,2018
2018-12-31,29.0,26.4,35.8,32.4,2018-12-31T05:02,2018-12-31T17:41,19.65,7.9,0.0,9.4,28.8,3.89,0,u,27.0,87.0,24.7,32.8,1008.9,983.6,0.0,38.0,6.0,4.0,100.0,0.0,0.0,0.0,0.0,4.9,6.9,324.0,317.0,5.8,0.0,0.46,27.2,27.2,27.3,27.3,0.102,0.101,0.101,0.083,u,12,True,2018
2019-01-01,28.7,26.1,35.9,31.7,2019-01-01T05:02,2019-01-01T17:41,22.26,11.2,0.0,11.2,23.8,4.26,0,u,26.2,91.0,24.6,31.9,1009.9,984.5,0.0,64.0,34.0,6.0,100.0,0.0,0.0,0.0,0.0,5.4,5.6,132.0,130.0,11.5,0.0,0.32,27.2,27.3,27.3,27.3,0.105,0.106,0.101,0.083,u,1,True,2019
2019-01-02,29.3,26.6,36.5,31.2,2019-01-02T05:03,2019-01-02T17:42,19.2,6.5,0.0,13.4,29.5,3.98,0,u,26.6,90.0,24.7,32.9,1010.2,984.8,0.0,45.0,18.0,2.0,93.0,0.0,0.0,0.0,0.0,1.6,2.0,117.0,135.0,8.6,0.0,0.36,27.2,27.2,27.2,27.2,0.105,0.108,0.103,0.083,u,1,True,2019
2019-01-03,28.0,26.2,32.9,31.0,2019-01-03T05:03,2019-01-03T17:42,10.03,16.1,0.0,11.1,28.8,2.24,0,u,26.5,88.0,24.3,31.3,1010.6,985.2,0.0,84.0,19.0,62.0,99.0,0.0,0.0,0.0,0.0,10.5,13.3,276.0,273.0,14.4,0.01,0.42,26.9,27.2,27.2,27.2,0.104,0.107,0.105,0.084,u,1,True,2019
2019-01-04,28.6,26.0,35.4,31.7,2019-01-04T05:04,2019-01-04T17:42,17.72,7.0,0.0,6.5,29.5,3.63,0,u,26.3,90.0,24.4,31.9,1011.8,986.3,0.0,68.0,15.0,42.0,99.0,0.0,0.0,0.0,0.0,5.1,6.9,321.0,321.0,9.7,0.0,0.36,26.7,26.9,27.1,27.1,0.11,0.11,0.106,0.084,u,1,True,2019
2019-01-05,29.0,26.6,37.2,32.5,2019-01-05T05:05,2019-01-05T17:43,22.6,1.2,0.0,8.7,26.3,4.51,0,u,26.8,86.0,24.2,32.9,1012.7,987.3,0.0,30.0,16.0,17.0,19.0,0.0,0.0,0.0,0.0,0.7,1.8,360.0,349.0,11.2,0.0,0.5,27.0,27.0,27.1,27.2,0.106,0.107,0.108,0.086,u,1,True,2019
2019-01-06,28.7,26.3,35.8,31.9,2019-01-06T05:05,2019-01-06T17:43,23.18,9.4,0.0,14.6,25.6,4.32,0,u,27.0,91.0,25.3,33.5,1012.8,987.4,0.0,64.0,32.0,9.0,98.0,0.0,0.0,0.0,0.0,3.1,3.1,291.0,306.0,9.0,0.0,0.33,27.2,27.2,27.2,27.3,0.1,0.103,0.107,0.087,u,1,True,2019
2019-01-07,28.9,25.9,36.1,31.6,2019-01-07T05:06,2019-01-07T17:43,24.78,3.9,0.0,16.1,29.2,4.67,0,u,25.9,93.0,24.7,31.6,1012.2,986.7,0.0,53.0,26.0,12.0,74.0,0.0,0.0,0.0,0.0,5.8,6.2,94.0,97.0,15.5,0.0,0.23,26.9,27.2,27.2,27.2,0.104,0.106,0.106,0.087,u,1,True,2019
2019-01-08,28.6,25.9,35.4,31.7,2019-01-08T05:06,2019-01-08T17:44,24.34,1.9,0.0,16.4,28.8,4.53,0,u,26.6,89.0,24.6,33.0,1011.4,986.0,0.0,25.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,360.0,225.0,6.8,0.0,0.39,27.0,27.2,27.2,27.2,0.103,0.104,0.106,0.088,u,1,True,2019
2019-01-09,29.2,26.7,37.8,32.6,2019-01-09T05:07,2019-01-09T17:44,25.96,10.2,0.0,10.6,23.0,5.0,0,u,26.7,90.0,25.0,33.3,1010.7,985.3,0.0,20.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,0.8,2.3,243.0,231.0,7.6,0.0,0.33,27.2,27.3,27.3,27.3,0.103,0.102,0.107,0.089,u,1,True,2019
2019-01-10,29.4,26.7,37.8,32.9,2019-01-10T05:07,2019-01-10T17:44,25.76,2.3,0.0,9.8,22.3,5.06,0,u,26.7,88.0,24.6,33.1,1011.6,986.2,0.0,31.0,27.0,8.0,6.0,0.0,0.0,0.0,0.0,0.8,0.7,153.0,180.0,10.8,0.0,0.4,27.6,27.6,27.5,27.5,0.101,0.1,0.105,0.089,u,1,True,2019
2019-01-11,29.5,26.1,37.7,32.0,2019-01-11T05:08,2019-01-11T17:45,25.54,5.0,0.0,12.2,30.6,4.91,0,u,26.8,90.0,25.0,33.3,1010.9,985.5,0.0,49.0,16.0,13.0,90.0,0.0,0.0,0.0,0.0,1.5,1.6,104.0,117.0,6.5,0.0,0.34,27.5,27.7,27.6,27.6,0.1,0.099,0.104,0.09,u,1,True,2019
2019-01-12,28.9,26.6,36.5,32.7,2019-01-12T05:08,2019-01-12T17:45,23.67,9.6,0.0,14.5,29.9,4.46,0,u,26.6,91.0,25.0,33.1,1010.2,984.8,0.0,44.0,7.0,20.0,86.0,0.0,0.0,0.0,0.0,2.2,3.2,261.0,270.0,7.6,0.0,0.31,27.4,27.7,27.6,27.6,0.1,0.099,0.104,0.09,u,1,True,2019
2019-01-13,28.8,26.1,36.3,31.4,2019-01-13T05:09,2019-01-13T17:45,24.97,4.0,0.0,12.4,25.2,4.72,0,u,26.5,92.0,25.0,33.0,1010.2,984.8,0.0,49.0,20.0,6.0,92.0,0.0,0.0,0.0,0.0,1.9,1.8,112.0,101.0,5.4,0.0,0.29,27.4,27.6,27.5,27.5,0.105,0.107,0.104,0.091,u,1,True,2019
2019-01-14,29.5,26.5,37.1,32.5,2019-01-14T05:09,2019-01-14T17:46,21.07,7.7,0.0,14.8,26.6,4.09,0,u,26.5,90.0,24.7,32.6,1008.7,983.3,0.0,53.0,21.0,8.0,97.0,0.0,0.0,0.0,0.0,2.7,3.7,293.0,299.0,7.6,0.0,0.35,27.3,27.6,27.6,27.5,0.105,0.106,0.103,0.091,u,1,True,2019
2019-01-15,29.0,26.0,35.5,31.5,2019-01-15T05:10,2019-01-15T17:46,17.54,8.8,0.0,15.9,27.0,3.42,0,u,27.0,88.0,24.9,32.6,1007.9,982.6,0.0,37.0,4.0,6.0,99.0,0.0,0.0,0.0,0.0,6.9,8.7,279.0,275.0,15.8,0.0,0.41,27.3,27.5,27.6,27.5,0.105,0.108,0.105,0.091,u,1,True,2019
2019-01-16,27.1,25.7,32.3,30.2,2019-01-16T05:10,2019-01-16T17:46,5.42,92.0,0.0,13.7,27.7,1.39,0,u,26.0,91.0,24.5,31.8,1007.8,982.4,0.0,100.0,100.0,41.0,85.0,0.0,0.0,0.0,0.0,4.3,5.6,312.0,310.0,24.1,0.0,0.29,27.2,27.4,27.5,27.5,0.11,0.109,0.105,0.092,u,1,True,2019
2019-01-17,28.3,25.9,33.8,30.3,2019-01-17T05:11,2019-01-17T17:46,16.18,9.6,0.0,15.8,38.9,3.22,0,u,26.6,87.0,24.2,31.6,1008.1,982.7,0.0,71.0,15.0,46.0,99.0,0.0,0.0,0.0,0.0,8.3,10.0,288.0,291.0,25.6,0.01,0.45,27.0,27.1,27.4,27.4,0.109,0.108,0.11,0.094,u,1,True,2019
2019-01-18,28.7,26.5,35.1,31.5,2019-01-18T05:11,2019-01-18T17:46,13.78,7.1,0.0,7.9,20.5,2.91,0,u,26.6,85.0,24.0,31.7,1008.5,983.1,0.0,100.0,31.0,81.0,99.0,0.0,0.0,0.0,0.0,6.4,7.6,333.0,341.0,13.0,0.0,0.51,27.1,27.3,27.4,27.4,0.107,0.108,0.11,0.095,u,1,True,2019
2019-01-19,29.0,26.6,36.6,32.3,2019-01-19T05:12,2019-01-19T17:47,22.94,4.0,0.0,12.7,29.2,4.38,0,u,26.8,87.0,24.4,32.9,1009.2,983.8,0.0,50.0,21.0,17.0,69.0,0.0,0.0,0.0,0.0,1.4,1.4,90.0,90.0,8.3,0.0,0.47,27.2,27.3,27.3,27.4,0.105,0.108,0.109,0.096,u,1,True,2019
2019-01-20,29.3,25.8,36.7,31.7,2019-01-20T05:12,2019-01-20T17:47,23.45,3.0,0.0,17.8,29.5,4.43,0,u,26.1,94.0,25.1,32.3,1009.8,984.4,0.0,67.0,31.0,18.0,93.0,0.0,0.0,0.0,0.0,4.4,5.1,189.0,188.0,10.4,0.0,0.2,27.3,27.4,27.3,27.4,0.105,0.105,0.108,0.097,u,1,True,2019
2019-01-21,28.1,26.0,34.2,30.9,2019-01-21T05:12,2019-01-21T17:47,20.61,11.8,0.0,16.5,34.9,3.81,0,u,26.2,91.0,24.6,31.1,1010.2,984.8,0.0,70.0,28.0,24.0,100.0,0.0,0.0,0.0,0.0,10.9,13.7,278.0,275.0,23.0,0.0,0.29,27.2,27.4,27.3,27.3,0.104,0.103,0.107,0.098,u,1,True,2019
2019-01-22,28.0,25.9,31.3,29.7,2019-01-22T05:13,2019-01-22T17:47,12.26,24.6,0.0,24.5,44.3,2.41,0,u,26.3,93.0,25.0,31.1,1009.8,984.4,0.0,100.0,96.0,44.0,100.0,0.0,0.0,0.0,0.0,12.6,15.9,270.0,265.0,24.5,0.0,0.25,27.3,27.5,27.5,27.5,0.107,0.108,0.107,0.099,u,1,True,2019
2019-01-23,28.3,26.4,33.4,30.1,2019-01-23T05:13,2019-01-23T17:47,9.53,9.0,0.0,21.6,44.6,2.51,0,u,26.4,93.0,25.2,31.2,1009.5,984.1,0.0,100.0,26.0,89.0,100.0,0.0,0.0,0.0,0.0,14.2,16.9,297.0,297.0,44.6,0.0,0.25,27.2,27.3,27.4,27.5,0.11,0.11,0.109,0.099,u,1,True,2019
2019-01-24,28.7,26.3,32.5,29.1,2019-01-24T05:14,2019-01-24T17:47,15.46,5.9,0.0,28.8,60.1,3.4,0,u,27.0,83.0,23.9,29.9,1009.7,984.3,0.0,62.0,8.0,42.0,100.0,0.0,0.0,0.0,0.0,21.2,26.9,288.0,286.0,60.1,0.04,0.59,26.9,27.2,27.4,27.4,0.105,0.107,0.109,0.101,u,1,True,2019
2019-01-25,29.3,26.3,34.5,29.1,2019-01-25T05:14,2019-01-25T17:47,20.82,7.0,0.0,25.8,51.5,4.38,0,u,26.3,91.0,24.7,29.1,1009.4,984.0,0.0,100.0,17.0,98.0,100.0,0.0,0.0,0.0,0.0,25.8,34.1,289.0,286.0,45.7,0.02,0.29,27.1,27.2,27.4,27.4,0.104,0.104,0.108,0.101,u,1,True,2019
2019-01-26,29.3,27.3,36.0,32.0,2019-01-26T05:15,2019-01-26T17:47,22.85,5.7,0.0,15.5,43.9,4.65,0,u,27.5,85.0,24.7,32.2,1009.6,984.3,0.0,63.0,9.0,42.0,98.0,0.0,0.0,0.0,0.0,13.2,17.2,296.0,296.0,29.9,0.02,0.55,27.4,27.5,27.5,27.6,0.105,0.104,0.107,0.102,u,1,True,2019
2019-01-27,29.1,26.7,37.1,31.9,2019-01-27T05:15,2019-01-27T17:47,20.44,13.2,0.0,10.5,26.3,4.3,0,u,27.6,85.0,24.8,32.9,1009.3,984.0,0.0,65.0,21.0,30.0,95.0,0.0,0.0,0.0,0.0,9.3,11.8,324.0,329.0,18.0,0.01,0.56,27.7,27.7,27.6,27.7,0.107,0.106,0.107,0.102,u,1,True,2019
2019-01-28,29.6,27.0,37.1,31.6,2019-01-28T05:15,2019-01-28T17:47,19.38,2.0,0.0,11.5,27.4,4.14,0,u,27.4,84.0,24.5,32.6,1008.3,983.0,0.0,46.0,14.0,7.0,96.0,0.0,0.0,0.0,0.0,8.3,11.2,5.0,4.0,15.1,0.01,0.57,27.6,27.5,27.5,27.6,0.106,0.109,0.109,0.103,u,1,True,2019
2019-01-29,29.5,26.5,36.5,32.4,2019-01-29T05:16,2019-01-29T17:47,20.87,0.7,0.0,9.3,21.6,4.21,0,u,26.8,87.0,24.5,32.8,1011.1,985.7,0.0,64.0,25.0,19.0,99.0,0.0,0.0,0.0,0.0,2.8,3.3,130.0,139.0,9.4,0.0,0.44,27.3,27.5,27.6,27.6,0.103,0.106,0.107,0.103,u,1,True,2019
2019-01-30,29.7,27.3,37.6,33.2,2019-01-30T05:16,2019-01-30T17:47,24.47,7.0,0.0,11.9,26.6,4.83,0,u,27.5,87.0,25.1,33.5,1011.2,985.8,0.0,46.0,18.0,0.0,98.0,0.0,0.0,0.0,0.0,5.8,7.7,68.0,79.0,11.9,0.0,0.48,27.4,27.5,27.5,27.5,0.099,0.102,0.106,0.103,u,1,True,2019
2019-01-31,28.8,25.8,35.9,30.5,2019-01-31T05:16,2019-01-31T17:47,14.7,4.1,0.0,11.3,31.7,3.24,0,u,27.3,89.0,25.2,33.2,1012.5,987.1,0.0,52.0,17.0,12.0,98.0,0.0,0.0,0.0,0.0,6.2,8.0,260.0,262.0,8.3,0.0,0.41,27.7,27.9,27.8,27.8,0.105,0.105,0.107,0.104,u,1,True,2019
2019-02-01,29.0,26.5,35.3,32.4,2019-02-01T05:17,2019-02-01T17:47,22.11,0.8,0.0,15.9,29.9,4.33,0,u,27.2,85.0,24.4,32.6,1011.2,985.8,0.0,32.0,3.0,10.0,78.0,0.0,0.0,0.0,0.0,6.5,8.4,267.0,277.0,10.8,0.01,0.55,27.5,27.7,27.8,27.8,0.101,0.104,0.107,0.104,u,2,True,2019
2019-02-02,29.6,26.4,36.7,31.3,2019-02-02T05:17,2019-02-02T17:47,22.9,5.0,0.0,18.2,30.6,4.51,0,u,26.5,88.0,24.3,32.0,1012.2,986.7,0.0,54.0,20.0,10.0,100.0,0.0,0.0,0.0,0.0,5.0,6.1,270.0,273.0,20.9,0.0,0.43,27.4,27.7,27.7,27.8,0.098,0.1,0.105,0.104,u,2,True,2019
