time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm),elevation,city,temperature_2m (°C)_max,relativehumidity_2m (%)_max,dewpoint_2m (°C)_max,apparent_temperature (°C)_max,pressure_msl (hPa)_max,surface_pressure (hPa)_max,snowfall (cm)_max,cloudcover (%)_max,cloudcover_low (%)_max,cloudcover_mid (%)_max,cloudcover_high (%)_max,shortwave_radiation (W/m²)_max,direct_radiation (W/m²)_max,diffuse_radiation (W/m²)_max,direct_normal_irradiance (W/m²)_max,windspeed_10m (km/h)_max,windspeed_100m (km/h)_max,winddirection_10m (°)_max,winddirection_100m (°)_max,windgusts_10m (km/h)_max,et0_fao_evapotranspiration (mm)_max,vapor_pressure_deficit (kPa)_max,soil_temperature_0_to_7cm (°C)_max,soil_temperature_7_to_28cm (°C)_max,soil_temperature_28_to_100cm (°C)_max,soil_temperature_100_to_255cm (°C)_max,soil_moisture_0_to_7cm (m³/m³)_max,soil_moisture_7_to_28cm (m³/m³)_max,soil_moisture_28_to_100cm (m³/m³)_max,soil_moisture_100_to_255cm (m³/m³)_max,city_max,temperature_2m (°C)_min,relativehumidity_2m (%)_min,dewpoint_2m (°C)_min,apparent_temperature (°C)_min,pressure_msl (hPa)_min,surface_pressure (hPa)_min,snowfall (cm)_min,cloudcover (%)_min,cloudcover_low (%)_min,cloudcover_mid (%)_min,cloudcover_high (%)_min,shortwave_radiation (W/m²)_min,direct_radiation (W/m²)_min,diffuse_radiation (W/m²)_min,direct_normal_irradiance (W/m²)_min,windspeed_10m (km/h)_min,windspeed_100m (km/h)_min,winddirection_10m (°)_min,winddirection_100m (°)_min,windgusts_10m (km/h)_min,et0_fao_evapotranspiration (mm)_min,vapor_pressure_deficit (kPa)_min,soil_temperature_0_to_7cm (°C)_min,soil_temperature_7_to_28cm (°C)_min,soil_temperature_28_to_100cm (°C)_min,soil_temperature_100_to_255cm (°C)_min,soil_moisture_0_to_7cm (m³/m³)_min,soil_moisture_7_to_28cm (m³/m³)_min,soil_moisture_28_to_100cm (m³/m³)_min,soil_moisture_100_to_255cm (m³/m³)_min,city_min,month,rainy,year
2018-08-29,33.2,24.8,39.5,29.9,2018-08-29T06:24,2018-08-29T18:40,22.19,1.2,0.0,7.9,23.0,4.69,5,lh,29.5,98.0,24.5,39.5,1011.8,1013.5,0.0,78.0,23.0,66.0,99.0,901.0,726.0,256.0,750.9,7.9,9.5,263.0,342.0,23.0,0.7,1.16,30.2,27.6,27.0,27.0,0.392,0.379,0.388,0.401,lh,23.2,72.0,22.5,29.9,1007.7,1009.4,0.0,32.0,2.0,3.0,65.0,0.0,0.0,0.0,0.0,0.8,0.8,14.0,10.0,6.5,0.0,0.07,24.4,26.3,27.0,27.0,0.376,0.374,0.387,0.401,lh,8,False,2018
2018-08-30,33.5,24.6,40.0,29.7,2018-08-30T06:24,2018-08-30T18:39,24.13,0.4,0.0,9.0,24.5,5.16,5,lh,29.9,94.0,24.3,40.0,1011.9,1013.6,0.0,100.0,72.0,42.0,89.0,926.0,773.0,182.0,791.0,9.0,10.4,248.0,326.0,24.5,0.72,1.29,30.6,27.8,27.0,27.0,0.389,0.376,0.387,0.401,lh,23.5,69.0,22.3,29.7,1006.7,1008.4,0.0,19.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,1.8,1.3,35.0,38.0,8.3,0.0,0.19,24.4,26.3,27.0,27.0,0.379,0.37,0.385,0.401,lh,8,False,2018
2018-08-31,33.8,24.2,39.8,28.4,2018-08-31T06:24,2018-08-31T18:39,25.03,4.9,0.0,11.5,28.8,5.37,5,lh,29.9,97.0,24.5,39.8,1013.3,1015.0,0.0,78.0,62.0,71.0,96.0,972.0,836.0,136.0,867.2,11.5,14.2,208.0,221.0,28.8,0.77,1.35,30.3,27.8,27.0,27.0,0.434,0.389,0.385,0.401,lh,23.5,68.0,22.0,28.4,1007.8,1009.5,0.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.8,2.1,74.0,74.0,8.6,0.0,0.08,24.4,26.4,27.0,27.0,0.372,0.368,0.383,0.401,lh,8,False,2018
2018-09-01,33.5,23.5,40.2,28.0,2018-09-01T06:23,2018-09-01T18:38,25.09,1.0,0.0,8.7,24.1,5.26,5,lh,30.1,96.0,25.0,40.2,1013.5,1015.2,0.0,68.0,60.0,60.0,91.0,996.0,861.0,135.0,870.9,8.7,10.7,248.0,291.0,24.1,0.77,1.35,30.7,27.9,27.1,27.0,0.404,0.392,0.383,0.401,lh,22.6,68.0,21.9,28.0,1009.1,1010.8,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.3,1.3,19.0,18.0,6.5,0.0,0.11,24.3,26.4,27.0,27.0,0.386,0.386,0.382,0.401,lh,9,False,2018
2018-09-02,32.7,24.1,40.2,28.2,2018-09-02T06:23,2018-09-02T18:38,25.11,4.8,0.0,7.2,20.5,5.29,5,lh,30.0,99.0,24.2,40.2,1013.3,1015.0,0.0,73.0,38.0,57.0,98.0,963.0,845.0,178.0,866.9,7.2,10.9,360.0,360.0,20.5,0.73,1.33,30.8,28.0,27.1,27.0,0.442,0.392,0.382,0.401,lh,22.7,69.0,22.3,28.2,1007.4,1009.1,0.0,19.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.7,0.0,3.0,14.0,7.6,0.0,0.03,24.7,26.6,27.1,27.0,0.396,0.386,0.381,0.401,lh,9,False,2018
2018-09-03,31.8,23.9,38.1,28.3,2018-09-03T06:23,2018-09-03T18:37,21.58,16.9,0.0,8.5,22.3,4.49,5,lh,30.0,97.0,23.9,38.1,1013.8,1015.5,0.0,100.0,67.0,84.0,100.0,944.0,838.0,375.0,757.6,8.5,11.2,294.0,308.0,22.3,0.71,1.37,30.5,27.8,27.1,27.0,0.456,0.429,0.381,0.401,lh,23.2,68.0,21.8,28.3,1008.4,1010.1,0.0,22.0,0.0,1.0,59.0,0.0,0.0,0.0,0.0,1.1,1.1,12.0,15.0,8.6,0.0,0.08,24.6,26.6,27.1,27.0,0.41,0.395,0.38,0.4,lh,9,False,2018
2018-09-04,29.5,24.0,35.1,28.3,2018-09-04T06:23,2018-09-04T18:37,13.5,2.4,0.0,8.0,22.3,2.87,5,lh,28.3,97.0,24.1,35.1,1013.6,1015.3,0.0,92.0,4.0,100.0,100.0,663.0,232.0,462.0,231.4,8.0,11.1,302.0,306.0,22.3,0.49,1.01,29.0,27.3,27.1,27.0,0.431,0.436,0.389,0.4,lh,23.8,74.0,22.5,28.3,1010.0,1011.7,0.0,30.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,1.4,1.1,60.0,56.0,5.4,0.0,0.1,24.9,26.5,27.1,27.0,0.41,0.417,0.382,0.4,lh,9,False,2018
2018-09-05,31.6,24.6,38.2,29.1,2018-09-05T06:23,2018-09-05T18:37,21.36,0.5,0.0,8.5,23.4,4.46,5,lh,29.2,92.0,24.9,38.2,1012.6,1014.3,0.0,67.0,32.0,41.0,100.0,898.0,690.0,305.0,652.9,8.5,11.6,344.0,207.0,23.4,0.68,1.22,29.5,27.3,27.1,27.0,0.41,0.416,0.39,0.4,lh,23.8,70.0,21.8,29.1,1007.1,1008.8,0.0,23.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.1,0.0,18.0,4.0,7.9,0.0,0.24,24.2,25.9,27.0,27.0,0.396,0.405,0.389,0.4,lh,9,False,2018
2018-09-06,30.9,24.5,37.4,28.5,2018-09-06T06:23,2018-09-06T18:36,22.31,0.0,0.0,8.6,20.5,4.68,5,lh,30.2,98.0,24.3,37.4,1011.8,1013.5,0.0,77.0,20.0,78.0,98.0,926.0,738.0,307.0,761.6,8.6,12.8,330.0,329.0,20.5,0.68,1.44,30.5,27.8,27.0,27.0,0.419,0.406,0.39,0.4,lh,23.1,66.0,22.8,28.5,1007.8,1009.5,0.0,31.0,0.0,4.0,81.0,0.0,0.0,0.0,0.0,1.5,1.5,14.0,14.0,5.0,0.0,0.05,24.8,26.3,27.0,27.0,0.399,0.398,0.389,0.4,lh,9,False,2018
2018-09-07,31.7,24.1,37.4,27.9,2018-09-07T06:22,2018-09-07T18:36,22.63,0.0,0.0,19.2,37.4,5.03,5,lh,29.7,93.0,24.6,37.4,1011.7,1013.4,0.0,47.0,13.0,19.0,100.0,930.0,713.0,366.0,744.8,19.2,26.2,322.0,323.0,37.4,0.7,1.29,30.2,27.7,27.0,27.0,0.4,0.398,0.389,0.4,lh,24.2,69.0,22.8,27.9,1006.2,1007.9,0.0,35.0,2.0,4.0,87.0,0.0,0.0,0.0,0.0,5.1,6.8,262.0,270.0,9.4,0.0,0.22,24.9,26.5,27.0,27.0,0.381,0.388,0.387,0.4,lh,9,False,2018
2018-09-08,31.5,24.1,36.5,28.3,2018-09-08T06:22,2018-09-08T18:35,20.27,7.6,0.0,18.0,36.7,4.37,5,lh,29.1,98.0,24.9,36.5,1011.5,1013.2,0.0,100.0,69.0,51.0,98.0,786.0,589.0,215.0,627.8,18.0,24.0,327.0,327.0,36.7,0.59,0.93,29.6,27.5,27.1,27.0,0.415,0.388,0.387,0.4,lh,24.0,76.0,22.7,28.3,1007.4,1009.1,0.0,7.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.1,3.2,216.0,207.0,11.2,0.0,0.06,25.1,26.6,27.0,27.0,0.38,0.383,0.386,0.4,lh,9,False,2018
2018-09-09,32.1,23.8,37.2,28.6,2018-09-09T06:22,2018-09-09T18:35,19.08,8.4,0.0,10.2,23.4,4.02,5,lh,29.3,98.0,24.8,37.2,1014.3,1016.0,0.0,100.0,68.0,87.0,99.0,922.0,756.0,275.0,787.1,10.2,12.7,243.0,279.0,23.4,0.69,0.95,29.8,27.2,27.1,27.0,0.458,0.419,0.386,0.4,lh,22.5,76.0,22.2,28.6,1008.7,1010.4,0.0,38.0,0.0,15.0,53.0,0.0,0.0,0.0,0.0,2.0,1.5,34.0,37.0,5.4,0.0,0.04,24.4,26.3,27.0,27.0,0.398,0.386,0.385,0.399,lh,9,False,2018
2018-09-10,30.1,23.6,35.1,27.9,2018-09-10T06:22,2018-09-10T18:34,9.67,8.2,0.0,8.4,17.3,2.14,5,lh,26.2,97.0,24.5,35.1,1014.8,1016.5,0.0,100.0,20.0,100.0,100.0,389.0,158.0,285.0,200.3,8.4,13.0,338.0,343.0,17.3,0.3,0.53,27.2,26.7,27.0,27.0,0.454,0.441,0.391,0.399,lh,23.1,84.0,22.3,27.9,1010.3,1012.0,0.0,44.0,0.0,4.0,95.0,0.0,0.0,0.0,0.0,0.8,1.1,63.0,39.0,4.3,0.0,0.09,24.4,25.9,26.9,27.0,0.442,0.421,0.386,0.399,lh,9,False,2018
2018-09-11,30.1,23.2,37.0,27.4,2018-09-11T06:22,2018-09-11T18:34,20.54,1.2,0.0,7.2,21.2,4.14,5,lh,29.0,99.0,24.5,37.0,1014.9,1016.6,0.0,100.0,42.0,77.0,100.0,927.0,718.0,405.0,727.9,7.2,11.8,249.0,279.0,21.2,0.68,0.96,29.7,26.9,26.9,27.0,0.452,0.442,0.396,0.399,lh,22.3,75.0,22.1,27.4,1009.8,1011.5,0.0,43.0,0.0,7.0,76.0,0.0,0.0,0.0,0.0,0.7,0.4,22.0,23.0,5.4,0.0,0.03,23.8,25.3,26.8,27.0,0.431,0.432,0.391,0.399,lh,9,False,2018
2018-09-12,31.3,24.3,37.4,28.7,2018-09-12T06:21,2018-09-12T18:33,22.36,1.2,0.0,9.7,25.9,4.63,5,lh,28.8,95.0,25.4,37.4,1013.4,1015.1,0.0,76.0,44.0,37.0,100.0,922.0,762.0,283.0,701.1,9.7,12.7,360.0,360.0,25.9,0.69,0.91,29.5,27.1,26.8,27.0,0.455,0.438,0.403,0.399,lh,22.9,77.0,22.0,28.7,1008.7,1010.4,0.0,20.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1.3,1.8,2.0,5.0,6.8,0.0,0.15,24.0,25.7,26.8,27.0,0.422,0.426,0.396,0.399,lh,9,False,2018
2018-09-13,30.7,23.9,37.1,28.9,2018-09-13T06:21,2018-09-13T18:33,18.27,0.0,0.0,7.9,16.6,3.81,5,lh,28.3,97.0,24.0,37.1,1012.5,1014.2,0.0,85.0,26.0,82.0,100.0,810.0,532.0,316.0,592.7,7.9,10.0,281.0,360.0,16.6,0.61,1.05,28.6,27.0,26.8,27.0,0.432,0.435,0.405,0.399,lh,23.3,73.0,22.8,28.9,1007.6,1009.3,0.0,42.0,0.0,12.0,81.0,0.0,0.0,0.0,0.0,1.5,1.5,79.0,82.0,6.8,0.0,0.08,24.5,25.9,26.7,27.0,0.42,0.425,0.403,0.399,lh,9,False,2018
2018-09-14,31.2,24.6,37.2,29.6,2018-09-14T06:21,2018-09-14T18:32,19.16,3.5,0.0,9.9,23.8,4.0,5,lh,29.4,97.0,24.7,37.2,1011.8,1013.5,0.0,100.0,49.0,80.0,100.0,788.0,614.0,356.0,610.3,9.9,12.5,352.0,354.0,23.8,0.59,1.05,30.1,27.2,26.8,27.0,0.448,0.427,0.406,0.399,lh,24.2,74.0,23.1,29.6,1007.7,1009.4,0.0,32.0,0.0,1.0,95.0,0.0,0.0,0.0,0.0,1.1,1.3,11.0,7.0,7.6,0.0,0.09,24.9,26.0,26.7,27.0,0.415,0.418,0.405,0.399,lh,9,False,2018
2018-09-15,29.6,24.1,35.0,28.9,2018-09-15T06:21,2018-09-15T18:32,11.41,13.2,0.0,10.8,18.0,2.5,5,lh,28.2,98.0,24.7,35.0,1011.8,1013.5,0.0,100.0,72.0,93.0,100.0,634.0,202.0,432.0,244.0,10.8,15.6,342.0,340.0,18.0,0.47,0.76,29.8,26.8,26.8,27.0,0.46,0.449,0.416,0.4,lh,23.5,79.0,22.9,28.9,1007.5,1009.2,0.0,38.0,0.0,10.0,52.0,0.0,0.0,0.0,0.0,1.5,1.8,22.0,21.0,6.5,0.0,0.06,24.7,26.1,26.7,27.0,0.411,0.427,0.406,0.399,lh,9,False,2018
2018-09-16,29.8,24.1,35.7,28.9,2018-09-16T06:20,2018-09-16T18:31,10.44,5.5,0.0,8.0,19.4,2.31,5,lh,27.8,98.0,24.6,35.7,1009.5,1011.2,0.0,89.0,6.0,98.0,100.0,492.0,221.0,334.0,215.8,8.0,12.4,313.0,337.0,19.4,0.37,0.69,27.5,26.4,26.7,27.0,0.46,0.454,0.426,0.4,lh,23.5,82.0,23.1,28.9,1005.9,1007.6,0.0,38.0,0.0,13.0,98.0,0.0,0.0,0.0,0.0,2.6,3.1,107.0,109.0,7.2,0.0,0.05,24.7,25.8,26.7,27.0,0.415,0.437,0.416,0.4,lh,9,False,2018
2018-09-17,31.5,24.8,38.3,29.6,2018-09-17T06:20,2018-09-17T18:31,17.72,18.9,0.0,9.4,21.2,3.77,5,lh,28.9,98.0,25.2,38.3,1010.8,1012.5,0.0,100.0,69.0,100.0,100.0,840.0,584.0,307.0,584.8,9.4,13.0,348.0,346.0,21.2,0.64,1.03,29.4,26.6,26.7,27.0,0.461,0.458,0.431,0.401,lh,23.5,74.0,22.3,29.6,1006.2,1007.9,0.0,25.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,1.8,1.6,7.0,12.0,6.1,0.0,0.07,24.1,25.5,26.6,27.0,0.412,0.426,0.426,0.4,lh,9,False,2018
2018-09-18,27.5,24.3,33.1,28.9,2018-09-18T06:20,2018-09-18T18:30,11.08,7.3,0.0,13.2,25.6,2.28,5,lh,27.9,98.0,24.3,33.1,1012.5,1014.2,0.0,100.0,61.0,99.0,100.0,437.0,219.0,334.0,273.7,13.2,17.5,168.0,156.0,25.6,0.3,0.89,28.0,26.6,26.6,27.0,0.452,0.449,0.433,0.402,lh,23.1,76.0,22.7,28.9,1007.4,1009.1,0.0,29.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,6.0,7.7,115.0,118.0,13.0,0.0,0.06,24.4,25.7,26.6,27.0,0.441,0.442,0.431,0.401,lh,9,False,2018
2018-09-19,31.8,23.6,39.1,27.7,2018-09-19T06:20,2018-09-19T18:30,23.54,1.9,0.0,9.2,24.1,4.86,5,lh,30.3,93.0,24.7,39.1,1011.9,1013.6,0.0,74.0,19.0,82.0,99.0,988.0,862.0,164.0,864.4,9.2,14.5,185.0,171.0,24.1,0.74,1.41,30.3,27.3,26.6,27.0,0.459,0.447,0.433,0.403,lh,23.5,67.0,22.2,27.7,1007.0,1008.7,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.1,52.0,54.0,10.8,0.0,0.2,24.2,25.8,26.5,27.0,0.423,0.432,0.432,0.402,lh,9,False,2018
2018-09-20,31.4,25.7,38.6,30.0,2018-09-20T06:20,2018-09-20T18:29,21.42,0.0,0.0,9.5,25.6,4.61,5,lh,29.8,93.0,24.7,38.6,1011.8,1013.5,0.0,87.0,8.0,99.0,100.0,925.0,786.0,328.0,828.8,9.5,12.7,174.0,174.0,25.6,0.68,1.25,30.2,27.7,26.7,27.0,0.429,0.439,0.432,0.404,lh,25.3,70.0,23.6,30.0,1006.5,1008.2,0.0,12.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.6,5.1,81.0,84.0,11.5,0.01,0.24,25.5,26.5,26.6,27.0,0.414,0.425,0.43,0.403,lh,9,False,2018
2018-09-21,31.9,24.5,39.2,28.8,2018-09-21T06:19,2018-09-21T18:29,23.64,0.5,0.0,10.7,25.6,4.92,5,lh,30.3,94.0,24.4,39.2,1012.8,1014.5,0.0,66.0,11.0,54.0,100.0,950.0,835.0,218.0,784.3,10.7,14.8,355.0,357.0,25.6,0.72,1.6,30.6,27.9,26.8,27.0,0.421,0.425,0.43,0.404,lh,24.1,63.0,22.5,28.8,1008.6,1010.3,0.0,11.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,2.2,3.0,17.0,17.0,6.8,0.0,0.19,24.9,26.5,26.7,27.0,0.404,0.413,0.427,0.404,lh,9,False,2018
2018-09-22,30.4,25.2,36.6,30.3,2018-09-22T06:19,2018-09-22T18:28,20.8,1.1,0.0,13.3,29.2,4.35,5,lh,29.4,95.0,24.2,36.6,1013.6,1015.3,0.0,79.0,22.0,69.0,100.0,896.0,685.0,304.0,652.0,13.3,19.2,360.0,360.0,29.2,0.65,1.29,30.1,27.7,26.8,27.0,0.412,0.412,0.427,0.405,lh,24.2,69.0,22.7,30.3,1009.3,1011.0,0.0,32.0,0.0,3.0,84.0,0.0,0.0,0.0,0.0,1.1,1.1,229.0,225.0,6.5,0.0,0.15,25.0,26.6,26.8,27.0,0.401,0.405,0.424,0.405,lh,9,False,2018
2018-09-23,31.4,24.3,39.0,29.3,2018-09-23T06:19,2018-09-23T18:28,20.82,9.8,0.0,10.2,25.2,4.23,5,lh,28.7,98.0,24.8,39.0,1013.1,1014.8,0.0,86.0,24.0,93.0,98.0,872.0,668.0,262.0,696.8,10.2,12.7,349.0,342.0,25.2,0.66,0.82,29.5,27.3,26.8,27.0,0.46,0.458,0.431,0.405,lh,23.4,79.0,23.0,29.3,1008.7,1010.4,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.5,1.8,18.0,21.0,6.5,0.0,0.05,24.9,26.4,26.8,27.0,0.409,0.405,0.422,0.405,lh,9,False,2018
2018-09-24,30.9,24.0,38.0,28.8,2018-09-24T06:19,2018-09-24T18:27,20.96,8.5,0.0,8.5,21.2,4.24,5,lh,28.2,99.0,24.3,38.0,1013.1,1014.8,0.0,100.0,74.0,80.0,99.0,875.0,660.0,272.0,683.2,8.5,11.9,317.0,336.0,21.2,0.65,0.95,29.2,27.0,26.8,27.0,0.46,0.459,0.44,0.407,lh,22.7,75.0,22.3,28.8,1008.5,1010.2,0.0,36.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2.5,2.2,13.0,21.0,5.4,0.0,0.04,24.4,26.0,26.8,27.0,0.429,0.439,0.431,0.405,lh,9,False,2018
2018-09-25,29.8,24.1,37.3,28.6,2018-09-25T06:19,2018-09-25T18:27,16.01,8.0,0.0,7.9,20.5,3.27,5,lh,28.6,98.0,25.7,37.3,1013.2,1014.9,0.0,93.0,73.0,73.0,100.0,768.0,389.0,412.0,406.6,7.9,11.5,360.0,355.0,20.5,0.56,0.6,29.2,26.8,26.8,27.0,0.461,0.459,0.443,0.409,lh,23.4,85.0,22.9,28.6,1008.2,1009.9,0.0,35.0,0.0,1.0,56.0,0.0,0.0,0.0,0.0,0.8,1.0,31.0,29.0,5.4,0.0,0.05,24.8,26.0,26.8,27.0,0.434,0.44,0.44,0.407,lh,9,False,2018
2018-09-26,31.4,23.6,37.2,27.8,2018-09-26T06:18,2018-09-26T18:26,21.07,4.2,0.0,9.1,24.5,4.36,5,lh,29.5,94.0,24.4,37.2,1012.6,1014.3,0.0,71.0,40.0,25.0,100.0,843.0,609.0,401.0,604.0,9.1,10.8,338.0,347.0,24.5,0.63,1.16,29.7,27.0,26.8,27.0,0.46,0.453,0.446,0.413,lh,22.5,71.0,21.4,27.8,1008.2,1009.9,0.0,30.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,1.9,1.8,37.0,36.0,6.1,0.0,0.16,23.8,25.6,26.7,27.0,0.415,0.43,0.442,0.409,lh,9,False,2018
2018-09-27,31.0,24.7,38.0,29.6,2018-09-27T06:18,2018-09-27T18:26,21.61,4.7,0.0,11.3,24.8,4.36,5,lh,28.9,97.0,25.2,38.0,1011.8,1013.5,0.0,88.0,58.0,27.0,99.0,872.0,650.0,230.0,694.8,11.3,14.2,234.0,252.0,24.8,0.62,0.92,29.6,27.2,26.7,27.0,0.45,0.43,0.444,0.414,lh,23.7,76.0,23.1,29.6,1007.2,1008.9,0.0,38.0,4.0,5.0,50.0,0.0,0.0,0.0,0.0,0.8,0.7,56.0,60.0,7.2,0.0,0.1,24.6,26.0,26.7,27.0,0.41,0.422,0.44,0.413,lh,9,False,2018
2018-09-28,29.6,24.3,37.1,28.9,2018-09-28T06:18,2018-09-28T18:25,17.49,9.0,0.0,9.2,19.1,3.54,5,lh,28.6,99.0,25.5,37.1,1011.9,1013.6,0.0,100.0,78.0,44.0,99.0,883.0,592.0,337.0,599.9,9.2,12.2,360.0,360.0,19.1,0.64,0.65,29.4,27.1,26.7,27.0,0.453,0.435,0.44,0.415,lh,23.1,83.0,22.7,28.9,1007.8,1009.5,0.0,34.0,1.0,5.0,88.0,0.0,0.0,0.0,0.0,0.5,1.0,29.0,28.0,5.8,0.0,0.03,24.7,26.0,26.7,26.9,0.435,0.428,0.439,0.414,lh,9,False,2018
2018-09-29,31.1,24.7,38.2,30.0,2018-09-29T06:18,2018-09-29T18:25,22.76,4.2,0.0,10.7,25.2,4.64,5,lh,29.5,97.0,24.7,38.2,1010.9,1012.6,0.0,73.0,36.0,37.0,99.0,890.0,732.0,201.0,772.8,10.7,13.3,248.0,307.0,25.2,0.66,1.19,30.1,27.4,26.7,26.9,0.461,0.448,0.439,0.416,lh,22.8,71.0,22.3,30.0,1006.5,1008.2,0.0,32.0,2.0,3.0,85.0,0.0,0.0,0.0,0.0,1.6,1.8,45.0,48.0,5.8,0.0,0.08,24.4,26.0,26.7,26.9,0.426,0.428,0.437,0.415,lh,9,False,2018
2018-09-30,30.3,24.7,38.1,30.0,2018-09-30T06:18,2018-09-30T18:24,19.73,7.9,0.0,7.4,22.7,4.05,5,lh,28.6,96.0,25.7,38.1,1010.9,1012.6,0.0,95.0,59.0,57.0,100.0,830.0,587.0,251.0,614.6,7.4,9.1,354.0,360.0,22.7,0.62,0.85,29.4,27.1,26.7,26.9,0.461,0.46,0.445,0.417,lh,23.7,78.0,23.0,30.0,1006.2,1007.9,0.0,41.0,8.0,2.0,29.0,0.0,0.0,0.0,0.0,0.8,1.8,11.0,11.0,5.4,0.0,0.12,24.8,26.2,26.7,26.9,0.423,0.438,0.437,0.416,lh,9,False,2018
2018-10-01,30.7,24.4,37.2,29.6,2018-10-01T06:17,2018-10-01T18:24,16.4,11.2,0.0,7.9,21.6,3.4,5,lh,28.2,99.0,24.7,37.2,1012.2,1013.9,0.0,100.0,71.0,74.0,100.0,738.0,486.0,310.0,485.7,7.9,11.1,360.0,360.0,21.6,0.55,0.76,28.8,26.9,26.7,26.9,0.461,0.455,0.446,0.418,lh,23.5,80.0,23.1,29.6,1007.5,1009.2,0.0,45.0,5.0,3.0,93.0,0.0,0.0,0.0,0.0,0.7,1.4,14.0,5.0,5.8,0.0,0.04,24.7,26.0,26.7,26.9,0.424,0.439,0.444,0.417,lh,10,True,2018
2018-10-02,29.2,24.2,34.6,29.2,2018-10-02T06:17,2018-10-02T18:23,15.53,2.7,0.0,8.4,17.3,3.25,5,lh,27.9,99.0,24.6,34.6,1013.0,1014.7,0.0,100.0,100.0,76.0,100.0,706.0,444.0,369.0,435.3,8.4,12.5,351.0,352.0,17.3,0.51,0.76,28.0,26.7,26.7,26.9,0.461,0.46,0.454,0.423,lh,23.5,80.0,23.0,29.2,1007.9,1009.6,0.0,40.0,0.0,8.0,92.0,0.0,0.0,0.0,0.0,2.2,2.3,192.0,190.0,5.8,0.0,0.04,24.8,25.9,26.7,26.9,0.428,0.436,0.446,0.418,lh,10,True,2018
2018-10-03,30.3,24.8,36.4,29.5,2018-10-03T06:17,2018-10-03T18:23,21.23,0.6,0.0,13.1,29.2,4.36,5,lh,29.4,95.0,24.5,36.4,1011.8,1013.5,0.0,62.0,26.0,20.0,100.0,865.0,650.0,250.0,668.3,13.1,16.0,352.0,351.0,29.2,0.63,1.19,29.8,27.1,26.7,26.9,0.428,0.436,0.45,0.424,lh,23.8,71.0,22.8,29.5,1007.2,1008.9,0.0,32.0,1.0,3.0,89.0,0.0,0.0,0.0,0.0,4.1,5.8,232.0,239.0,6.8,0.0,0.16,24.3,25.7,26.6,26.9,0.418,0.424,0.445,0.423,lh,10,True,2018
2018-10-04,30.3,24.4,37.2,29.2,2018-10-04T06:17,2018-10-04T18:23,14.58,5.0,0.0,9.7,19.1,3.03,5,lh,27.8,98.0,25.8,37.2,1011.9,1013.6,0.0,100.0,77.0,73.0,100.0,633.0,340.0,344.0,336.1,9.7,15.1,351.0,350.0,19.1,0.47,0.6,28.4,26.9,26.6,26.9,0.439,0.427,0.445,0.425,lh,23.5,84.0,23.1,29.2,1007.5,1009.2,0.0,32.0,1.0,2.0,92.0,0.0,0.0,0.0,0.0,2.9,2.9,6.0,10.0,7.9,0.0,0.07,24.9,26.1,26.6,26.9,0.424,0.424,0.442,0.424,lh,10,True,2018
2018-10-05,30.8,24.6,37.8,29.8,2018-10-05T06:17,2018-10-05T18:22,17.85,18.0,0.0,8.4,22.7,3.67,5,lh,28.0,98.0,25.2,37.8,1012.4,1014.1,0.0,100.0,100.0,92.0,100.0,788.0,439.0,354.0,461.7,8.4,9.8,349.0,360.0,22.7,0.59,0.62,28.3,26.9,26.6,26.9,0.461,0.461,0.448,0.426,lh,23.8,84.0,23.1,29.8,1007.7,1009.4,0.0,35.0,0.0,6.0,43.0,0.0,0.0,0.0,0.0,0.8,0.7,189.0,22.0,7.9,0.0,0.06,24.8,26.1,26.6,26.9,0.418,0.426,0.44,0.425,lh,10,True,2018
