time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm),elevation,city,temperature_2m (°C)_max,relativehumidity_2m (%)_max,dewpoint_2m (°C)_max,apparent_temperature (°C)_max,pressure_msl (hPa)_max,surface_pressure (hPa)_max,snowfall (cm)_max,cloudcover (%)_max,cloudcover_low (%)_max,cloudcover_mid (%)_max,cloudcover_high (%)_max,shortwave_radiation (W/m²)_max,direct_radiation (W/m²)_max,diffuse_radiation (W/m²)_max,direct_normal_irradiance (W/m²)_max,windspeed_10m (km/h)_max,windspeed_100m (km/h)_max,winddirection_10m (°)_max,winddirection_100m (°)_max,windgusts_10m (km/h)_max,et0_fao_evapotranspiration (mm)_max,vapor_pressure_deficit (kPa)_max,soil_temperature_0_to_7cm (°C)_max,soil_temperature_7_to_28cm (°C)_max,soil_temperature_28_to_100cm (°C)_max,soil_temperature_100_to_255cm (°C)_max,soil_moisture_0_to_7cm (m³/m³)_max,soil_moisture_7_to_28cm (m³/m³)_max,soil_moisture_28_to_100cm (m³/m³)_max,soil_moisture_100_to_255cm (m³/m³)_max,city_max,temperature_2m (°C)_min,relativehumidity_2m (%)_min,dewpoint_2m (°C)_min,apparent_temperature (°C)_min,pressure_msl (hPa)_min,surface_pressure (hPa)_min,snowfall (cm)_min,cloudcover (%)_min,cloudcover_low (%)_min,cloudcover_mid (%)_min,cloudcover_high (%)_min,shortwave_radiation (W/m²)_min,direct_radiation (W/m²)_min,diffuse_radiation (W/m²)_min,direct_normal_irradiance (W/m²)_min,windspeed_10m (km/h)_min,windspeed_100m (km/h)_min,winddirection_10m (°)_min,winddirection_100m (°)_min,windgusts_10m (km/h)_min,et0_fao_evapotranspiration (mm)_min,vapor_pressure_deficit (kPa)_min,soil_temperature_0_to_7cm (°C)_min,soil_temperature_7_to_28cm (°C)_min,soil_temperature_28_to_100cm (°C)_min,soil_temperature_100_to_255cm (°C)_min,soil_moisture_0_to_7cm (m³/m³)_min,soil_moisture_7_to_28cm (m³/m³)_min,soil_moisture_28_to_100cm (m³/m³)_min,soil_moisture_100_to_255cm (m³/m³)_min,city_min,month,rainy,year
2018-05-19,29.4,25.3,35.3,30.6,2018-05-19T05:06,2018-05-19T17:12,12.4,13.6,0.0,8.8,19.4,2.63,58,p,29.4,94.0,25.6,35.3,1008.7,1008.2,0.0,100.0,95.0,37.0,99.0,625.0,375.0,314.0,473.5,8.8,14.8,234.0,228.0,19.4,0.45,0.91,29.6,27.3,27.1,27.1,0.404,0.403,0.393,0.391,p,25.3,78.0,23.9,30.6,1005.0,1004.5,0.0,50.0,12.0,3.0,80.0,0.0,0.0,0.0,0.0,4.7,8.3,170.0,168.0,8.6,0.0,0.2,26.4,26.7,27.1,27.1,0.393,0.393,0.388,0.391,p,5,False,2018
2018-05-20,28.9,24.9,34.9,30.3,2018-05-20T05:06,2018-05-20T17:12,12.14,7.5,0.0,8.8,20.9,2.48,58,p,28.9,95.0,25.7,34.9,1010.1,1009.6,0.0,100.0,97.0,45.0,100.0,609.0,299.0,310.0,305.9,8.8,13.8,315.0,311.0,20.9,0.43,0.69,28.5,27.2,27.1,27.1,0.403,0.401,0.395,0.391,p,24.9,83.0,24.0,30.3,1005.9,1005.4,0.0,32.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,1.0,1.3,135.0,146.0,9.0,0.0,0.15,26.1,26.6,27.1,27.1,0.394,0.395,0.393,0.391,p,5,False,2018
2018-05-21,30.8,24.8,37.8,30.2,2018-05-21T05:06,2018-05-21T17:12,13.43,10.0,0.0,8.3,23.4,2.79,58,p,30.8,96.0,27.0,37.8,1010.7,1010.2,0.0,100.0,95.0,15.0,100.0,534.0,338.0,273.0,460.0,8.3,13.2,255.0,243.0,23.4,0.39,1.01,29.3,27.1,27.1,27.1,0.403,0.399,0.395,0.391,p,24.8,75.0,23.8,30.2,1006.4,1005.9,0.0,33.0,4.0,0.0,82.0,0.0,0.0,0.0,0.0,3.4,5.9,163.0,163.0,6.5,0.0,0.11,26.0,26.5,27.0,27.1,0.393,0.395,0.393,0.391,p,5,False,2018
2018-05-22,31.6,24.7,38.8,30.2,2018-05-22T05:06,2018-05-22T17:12,16.74,7.3,0.0,7.4,22.0,3.47,58,p,31.6,96.0,26.1,38.8,1010.9,1010.4,0.0,83.0,62.0,39.0,96.0,731.0,542.0,253.0,605.7,7.4,13.2,243.0,232.0,22.0,0.54,1.34,30.0,27.6,27.0,27.1,0.4,0.397,0.395,0.392,p,24.7,70.0,24.0,30.2,1005.8,1005.3,0.0,35.0,6.0,1.0,16.0,0.0,0.0,0.0,0.0,1.1,1.4,36.0,54.0,6.8,0.0,0.13,26.0,26.3,27.0,27.0,0.379,0.383,0.393,0.391,p,5,False,2018
2018-05-23,30.7,25.3,37.1,30.2,2018-05-23T05:06,2018-05-23T17:12,17.36,5.2,0.0,10.4,25.6,3.59,58,p,30.7,94.0,25.6,37.1,1010.2,1009.7,0.0,92.0,60.0,26.0,99.0,662.0,512.0,269.0,623.3,10.4,16.6,99.0,88.0,25.6,0.49,1.23,29.8,27.8,27.1,27.1,0.401,0.399,0.395,0.392,p,25.3,72.0,24.1,30.2,1005.7,1005.2,0.0,34.0,4.0,3.0,30.0,0.0,0.0,0.0,0.0,3.3,5.4,27.0,28.0,6.1,0.0,0.19,26.3,26.9,27.0,27.0,0.384,0.391,0.393,0.392,p,5,False,2018
2018-05-24,29.0,25.2,36.3,30.5,2018-05-24T05:06,2018-05-24T17:12,12.34,13.2,0.0,9.8,20.5,2.55,58,p,29.0,93.0,26.6,36.3,1010.2,1009.7,0.0,100.0,99.0,52.0,100.0,529.0,188.0,365.0,206.1,9.8,14.6,347.0,351.0,20.5,0.39,0.81,28.8,27.4,27.1,27.1,0.404,0.403,0.399,0.392,p,25.2,79.0,23.8,30.5,1006.4,1005.9,0.0,39.0,9.0,1.0,93.0,0.0,0.0,0.0,0.0,1.1,0.5,5.0,6.0,4.0,0.0,0.24,26.7,26.9,27.1,27.1,0.391,0.393,0.394,0.392,p,5,False,2018
2018-05-25,30.1,24.9,37.6,30.6,2018-05-25T05:07,2018-05-25T17:12,14.87,1.7,0.0,7.2,16.6,3.05,58,p,30.1,97.0,26.5,37.6,1010.1,1009.6,0.0,100.0,39.0,94.0,99.0,636.0,285.0,356.0,350.8,7.2,9.0,360.0,360.0,16.6,0.47,1.04,29.2,27.5,27.1,27.1,0.401,0.403,0.4,0.393,p,24.9,75.0,24.0,30.6,1005.8,1005.3,0.0,40.0,2.0,9.0,89.0,0.0,0.0,0.0,0.0,0.4,0.5,45.0,45.0,6.5,0.0,0.09,26.1,26.6,27.0,27.0,0.386,0.392,0.397,0.392,p,5,False,2018
2018-05-26,29.4,24.8,35.3,30.3,2018-05-26T05:07,2018-05-26T17:12,16.41,3.2,0.0,7.4,22.3,3.33,58,p,29.4,93.0,25.3,35.3,1010.8,1010.3,0.0,95.0,67.0,90.0,100.0,774.0,616.0,288.0,561.0,7.4,9.8,236.0,204.0,22.3,0.55,1.03,29.5,27.5,27.1,27.0,0.398,0.394,0.397,0.394,p,24.8,75.0,23.4,30.3,1006.8,1006.3,0.0,35.0,4.0,1.0,87.0,0.0,0.0,0.0,0.0,1.1,1.6,23.0,45.0,4.7,0.0,0.22,26.2,26.4,27.0,27.0,0.383,0.387,0.395,0.393,p,5,False,2018
2018-05-27,29.9,25.8,36.4,30.9,2018-05-27T05:07,2018-05-27T17:12,16.26,7.9,0.0,6.8,19.4,3.31,58,p,29.9,95.0,26.4,36.4,1010.5,1010.0,0.0,100.0,95.0,21.0,100.0,579.0,464.0,238.0,567.0,6.8,11.1,277.0,270.0,19.4,0.43,1.05,29.8,27.7,27.1,27.0,0.402,0.396,0.395,0.394,p,25.8,75.0,23.6,30.9,1005.8,1005.3,0.0,32.0,4.0,1.0,44.0,0.0,0.0,0.0,0.0,0.7,0.8,90.0,63.0,6.5,0.0,0.16,26.2,26.7,27.0,27.0,0.371,0.386,0.387,0.394,p,5,False,2018
2018-05-28,28.5,25.2,34.1,29.8,2018-05-28T05:07,2018-05-28T17:12,10.4,15.4,0.0,9.8,29.2,2.22,58,p,28.5,94.0,25.1,34.1,1011.7,1011.2,0.0,100.0,98.0,100.0,100.0,428.0,173.0,321.0,165.9,9.8,15.5,272.0,270.0,29.2,0.3,0.79,27.7,27.3,27.1,27.0,0.406,0.405,0.396,0.394,p,25.2,79.0,23.7,29.8,1006.7,1006.2,0.0,55.0,5.0,6.0,94.0,0.0,0.0,0.0,0.0,6.2,8.4,203.0,204.0,13.0,0.0,0.19,26.4,26.8,27.1,27.0,0.393,0.394,0.388,0.394,p,5,False,2018
2018-05-29,28.7,25.5,34.0,30.1,2018-05-29T05:07,2018-05-29T17:13,10.31,21.4,0.0,11.5,25.2,2.23,58,p,28.7,94.0,25.0,34.0,1011.2,1010.7,0.0,100.0,86.0,93.0,100.0,588.0,220.0,372.0,224.6,11.5,18.3,229.0,229.0,25.2,0.41,0.81,27.9,26.9,27.1,27.1,0.404,0.404,0.401,0.394,p,25.5,79.0,23.9,30.1,1007.1,1006.6,0.0,47.0,10.0,15.0,52.0,0.0,0.0,0.0,0.0,6.3,11.8,183.0,182.0,13.3,0.0,0.2,26.4,26.5,27.0,27.0,0.391,0.394,0.396,0.394,p,5,False,2018
2018-05-30,30.7,25.0,36.2,29.6,2018-05-30T05:07,2018-05-30T17:13,13.67,15.2,0.0,12.6,27.7,2.9,58,p,30.7,94.0,25.8,36.2,1010.9,1010.4,0.0,100.0,91.0,89.0,100.0,614.0,376.0,238.0,441.3,12.6,20.4,232.0,231.0,27.7,0.42,1.18,29.1,27.1,27.0,27.0,0.404,0.404,0.405,0.396,p,25.0,73.0,24.0,29.6,1006.7,1006.2,0.0,51.0,7.0,16.0,78.0,0.0,0.0,0.0,0.0,6.0,10.6,163.0,165.0,13.0,0.0,0.18,25.8,26.4,27.0,27.0,0.391,0.395,0.401,0.394,p,5,False,2018
2018-05-31,29.2,25.5,35.1,30.2,2018-05-31T05:07,2018-05-31T17:13,16.39,7.4,0.0,11.0,24.8,3.27,58,p,29.2,95.0,25.9,35.1,1011.5,1011.0,0.0,100.0,52.0,83.0,100.0,693.0,485.0,312.0,507.8,11.0,17.0,233.0,231.0,24.8,0.47,1.04,29.3,27.4,27.0,27.0,0.402,0.397,0.401,0.397,p,25.5,74.0,23.9,30.2,1007.9,1007.4,0.0,37.0,5.0,2.0,68.0,0.0,0.0,0.0,0.0,4.4,6.1,207.0,207.0,12.2,0.0,0.17,26.4,26.5,26.9,27.0,0.387,0.392,0.399,0.396,p,5,False,2018
2018-06-01,30.2,25.4,35.5,30.4,2018-06-01T05:08,2018-06-01T17:13,15.11,0.0,0.0,11.6,25.9,3.12,58,p,30.2,94.0,25.0,35.5,1011.3,1010.8,0.0,60.0,21.0,26.0,100.0,591.0,344.0,351.0,415.2,11.6,17.4,237.0,230.0,25.9,0.42,1.2,29.0,27.5,27.0,27.0,0.392,0.395,0.399,0.397,p,25.4,72.0,24.1,30.4,1007.9,1007.4,0.0,31.0,1.0,0.0,93.0,0.0,0.0,0.0,0.0,7.7,10.9,175.0,174.0,12.6,0.0,0.21,25.8,26.6,26.9,27.0,0.377,0.384,0.396,0.397,p,6,False,2018
2018-06-02,31.1,25.6,36.4,30.6,2018-06-02T05:08,2018-06-02T17:13,18.98,0.0,0.0,12.2,25.9,4.0,58,p,31.1,93.0,25.9,36.4,1011.3,1010.8,0.0,64.0,22.0,29.0,98.0,741.0,532.0,265.0,623.5,12.2,16.8,223.0,218.0,25.9,0.53,1.59,29.9,27.7,27.0,27.0,0.377,0.384,0.396,0.397,p,25.6,65.0,23.7,30.6,1007.4,1006.9,0.0,33.0,2.0,3.0,55.0,0.0,0.0,0.0,0.0,8.8,13.3,168.0,168.0,15.1,0.0,0.24,26.0,26.6,27.0,27.0,0.36,0.372,0.391,0.397,p,6,False,2018
2018-06-03,29.1,25.3,35.5,30.1,2018-06-03T05:08,2018-06-03T17:13,13.5,2.3,0.0,10.9,22.7,2.74,58,p,29.1,95.0,25.9,35.5,1011.3,1010.8,0.0,96.0,38.0,67.0,100.0,565.0,315.0,363.0,332.6,10.9,17.2,214.0,210.0,22.7,0.39,0.8,29.1,27.4,27.0,27.0,0.369,0.372,0.39,0.397,p,25.3,80.0,24.2,30.1,1008.4,1007.9,0.0,36.0,4.0,4.0,92.0,0.0,0.0,0.0,0.0,2.9,5.1,49.0,82.0,7.6,0.0,0.17,26.2,26.7,27.0,27.0,0.361,0.368,0.385,0.396,p,6,False,2018
2018-06-04,30.4,24.7,37.2,30.2,2018-06-04T05:08,2018-06-04T17:13,17.54,0.7,0.0,9.2,20.9,3.52,58,p,30.4,95.0,25.8,37.2,1011.1,1010.6,0.0,100.0,95.0,77.0,100.0,716.0,483.0,273.0,526.7,9.2,12.0,352.0,323.0,20.9,0.52,1.03,29.6,27.6,27.0,27.0,0.369,0.369,0.385,0.396,p,24.7,76.0,23.6,30.2,1007.2,1006.7,0.0,30.0,4.0,4.0,33.0,0.0,0.0,0.0,0.0,1.6,2.3,18.0,29.0,5.8,0.0,0.17,26.0,26.5,27.0,27.0,0.361,0.366,0.381,0.396,p,6,False,2018
2018-06-05,30.3,25.9,36.7,30.8,2018-06-05T05:08,2018-06-05T17:14,17.27,3.8,0.0,12.3,27.0,3.5,58,p,30.3,93.0,26.6,36.7,1012.0,1011.5,0.0,80.0,40.0,37.0,98.0,736.0,512.0,239.0,595.7,12.3,18.4,259.0,229.0,27.0,0.52,1.01,29.8,27.7,27.0,27.0,0.387,0.374,0.382,0.396,p,25.9,76.0,24.1,30.8,1008.6,1008.1,0.0,14.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.7,4.5,167.0,166.0,8.3,0.0,0.24,25.8,26.6,27.0,27.0,0.359,0.365,0.38,0.396,p,6,False,2018
2018-06-06,30.3,25.7,37.0,31.5,2018-06-06T05:08,2018-06-06T17:14,18.08,1.7,0.0,10.1,23.8,3.68,58,p,30.3,96.0,26.1,37.0,1011.9,1011.4,0.0,62.0,30.0,31.0,96.0,729.0,581.0,211.0,688.8,10.1,15.9,273.0,262.0,23.8,0.51,1.0,29.7,27.8,27.1,27.0,0.376,0.375,0.38,0.396,p,25.7,77.0,24.0,31.5,1008.0,1007.5,0.0,20.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,3.9,7.1,165.0,163.0,7.9,0.0,0.15,26.1,26.8,27.0,27.0,0.364,0.371,0.377,0.395,p,6,False,2018
2018-06-07,29.4,25.4,35.7,30.7,2018-06-07T05:09,2018-06-07T17:14,18.26,1.3,0.0,13.3,28.8,3.61,58,p,29.4,93.0,26.0,35.7,1011.7,1011.2,0.0,68.0,29.0,38.0,99.0,743.0,624.0,170.0,672.5,13.3,17.9,209.0,203.0,28.8,0.5,0.9,29.8,28.0,27.1,27.0,0.37,0.371,0.377,0.395,p,25.4,78.0,24.2,30.7,1007.1,1006.6,0.0,26.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,6.2,11.6,162.0,161.0,11.2,0.0,0.22,26.0,26.9,27.1,27.0,0.355,0.366,0.374,0.394,p,6,False,2018
2018-06-08,31.2,26.7,36.7,31.9,2018-06-08T05:09,2018-06-08T17:14,19.3,0.6,0.0,15.8,31.0,4.0,58,p,31.2,91.0,26.3,36.7,1011.0,1010.5,0.0,45.0,43.0,16.0,100.0,685.0,511.0,294.0,690.1,15.8,22.1,231.0,223.0,31.0,0.48,1.15,29.9,28.0,27.2,27.0,0.365,0.368,0.376,0.394,p,26.7,75.0,24.4,31.9,1006.9,1006.4,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,12.4,173.0,173.0,14.4,0.0,0.31,26.3,26.9,27.1,27.0,0.349,0.362,0.374,0.394,p,6,False,2018
2018-06-09,30.4,26.8,35.7,31.4,2018-06-09T05:09,2018-06-09T17:14,19.65,0.8,0.0,12.7,26.6,4.17,58,p,30.4,91.0,25.6,35.7,1011.7,1011.2,0.0,92.0,31.0,59.0,100.0,718.0,581.0,191.0,664.4,12.7,18.6,242.0,236.0,26.6,0.53,1.4,29.9,28.1,27.2,27.0,0.357,0.361,0.374,0.394,p,26.8,68.0,23.7,31.4,1007.7,1007.2,0.0,27.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.9,12.2,172.0,171.0,16.9,0.0,0.31,26.4,27.1,27.2,27.0,0.342,0.355,0.371,0.393,p,6,False,2018
2018-06-10,29.9,26.3,35.9,32.0,2018-06-10T05:09,2018-06-10T17:14,18.44,0.6,0.0,12.8,25.6,3.82,58,p,29.9,94.0,25.7,35.9,1014.1,1013.6,0.0,58.0,23.0,34.0,100.0,754.0,590.0,181.0,657.9,12.8,18.4,243.0,237.0,25.6,0.53,1.11,29.7,27.9,27.2,27.0,0.347,0.355,0.371,0.393,p,26.3,74.0,24.4,32.0,1009.5,1009.0,0.0,30.0,3.0,1.0,58.0,0.0,0.0,0.0,0.0,6.2,9.1,167.0,167.0,15.5,0.0,0.22,26.4,26.8,27.2,27.0,0.335,0.349,0.368,0.393,p,6,False,2018
2018-06-11,30.9,25.7,36.8,31.2,2018-06-11T05:09,2018-06-11T17:15,19.57,0.9,0.0,11.1,21.6,4.03,58,p,30.9,95.0,25.9,36.8,1013.1,1012.6,0.0,57.0,30.0,7.0,100.0,732.0,572.0,176.0,691.9,11.1,15.9,240.0,228.0,21.6,0.55,1.41,29.9,27.9,27.2,27.0,0.342,0.349,0.368,0.393,p,25.7,68.0,24.0,31.2,1009.2,1008.7,0.0,30.0,1.0,0.0,85.0,0.0,0.0,0.0,0.0,4.9,8.8,155.0,154.0,12.6,0.0,0.18,25.4,26.7,27.2,27.0,0.332,0.344,0.365,0.392,p,6,False,2018
2018-06-12,28.2,25.7,34.4,30.7,2018-06-12T05:10,2018-06-12T17:15,18.09,2.8,0.0,12.6,28.4,3.5,58,p,28.2,93.0,25.4,34.4,1013.4,1012.9,0.0,82.0,47.0,49.0,95.0,708.0,516.0,267.0,601.7,12.6,18.1,215.0,209.0,28.4,0.48,0.68,29.5,27.7,27.2,27.0,0.344,0.345,0.365,0.392,p,25.7,82.0,24.0,30.7,1009.3,1008.8,0.0,22.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,5.2,6.6,165.0,165.0,11.9,0.0,0.22,25.7,26.8,27.2,27.0,0.334,0.343,0.363,0.391,p,6,False,2018
2018-06-13,30.2,24.7,36.4,29.5,2018-06-13T05:10,2018-06-13T17:15,17.32,3.1,0.0,10.9,24.8,3.5,58,p,30.2,95.0,26.1,36.4,1012.1,1011.6,0.0,86.0,66.0,29.0,94.0,694.0,544.0,258.0,609.3,10.9,16.2,253.0,247.0,24.8,0.48,1.13,29.4,27.7,27.2,27.0,0.358,0.345,0.363,0.391,p,24.7,73.0,23.6,29.5,1008.3,1007.8,0.0,16.0,6.0,1.0,21.0,0.0,0.0,0.0,0.0,6.0,8.9,159.0,157.0,12.6,0.0,0.16,25.9,26.7,27.2,27.0,0.344,0.343,0.361,0.391,p,6,False,2018
2018-06-14,29.2,25.6,34.7,30.1,2018-06-14T05:10,2018-06-14T17:15,15.51,5.7,0.0,13.8,33.8,3.15,58,p,29.2,93.0,25.1,34.7,1012.0,1011.5,0.0,100.0,89.0,47.0,95.0,742.0,624.0,298.0,641.5,13.8,19.7,230.0,225.0,33.8,0.52,1.0,28.8,27.4,27.2,27.1,0.387,0.357,0.361,0.391,p,25.6,75.0,24.1,30.1,1008.3,1007.8,0.0,36.0,15.0,0.0,19.0,0.0,0.0,0.0,0.0,6.1,11.2,178.0,176.0,9.7,0.0,0.22,25.9,26.7,27.2,27.0,0.352,0.345,0.359,0.39,p,6,False,2018
2018-06-15,29.0,24.6,34.0,29.0,2018-06-15T05:10,2018-06-15T17:15,14.19,11.6,0.0,14.0,28.4,2.85,58,p,29.0,96.0,25.0,34.0,1012.4,1011.9,0.0,100.0,71.0,98.0,98.0,574.0,397.0,305.0,492.4,14.0,20.3,229.0,227.0,28.4,0.4,0.89,28.5,27.3,27.2,27.1,0.401,0.375,0.359,0.39,p,24.6,77.0,23.1,29.0,1009.1,1008.6,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.1,9.8,178.0,177.0,14.4,0.0,0.13,25.7,26.8,27.1,27.0,0.367,0.358,0.359,0.39,p,6,False,2018
2018-06-16,30.1,24.3,36.4,28.6,2018-06-16T05:10,2018-06-16T17:16,18.08,6.8,0.0,12.5,28.1,3.53,58,p,30.1,96.0,26.0,36.4,1012.6,1012.1,0.0,90.0,58.0,40.0,100.0,757.0,620.0,189.0,667.0,12.5,18.2,237.0,229.0,28.1,0.52,0.96,30.0,27.4,27.1,27.1,0.395,0.382,0.362,0.39,p,24.3,76.0,23.3,28.6,1009.0,1008.5,0.0,35.0,2.0,4.0,39.0,0.0,0.0,0.0,0.0,6.0,10.5,180.0,179.0,12.2,0.0,0.13,25.9,26.5,27.1,27.0,0.376,0.375,0.359,0.389,p,6,False,2018
2018-06-17,31.0,25.5,36.4,30.6,2018-06-17T05:11,2018-06-17T17:16,16.87,0.0,0.0,12.8,29.5,3.66,58,p,31.0,91.0,24.8,36.4,1011.9,1011.4,0.0,91.0,27.0,94.0,94.0,797.0,672.0,244.0,770.9,12.8,16.6,194.0,191.0,29.5,0.59,1.63,29.5,27.6,27.1,27.0,0.383,0.382,0.363,0.389,p,25.5,64.0,23.1,30.6,1008.0,1007.5,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2,6.5,155.0,155.0,8.3,0.0,0.28,25.9,26.7,27.1,27.0,0.361,0.371,0.362,0.389,p,6,False,2018
2018-06-18,31.2,26.0,37.8,31.2,2018-06-18T05:11,2018-06-18T17:16,20.28,0.0,0.0,10.7,23.0,4.19,58,p,31.2,95.0,25.5,37.8,1011.0,1010.5,0.0,49.0,35.0,27.0,62.0,852.0,736.0,257.0,808.8,10.7,15.3,266.0,249.0,23.0,0.62,1.65,30.0,27.8,27.1,27.1,0.364,0.371,0.363,0.389,p,26.0,64.0,23.2,31.2,1007.8,1007.3,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.6,117.0,117.0,5.4,0.0,0.17,25.2,26.3,27.1,27.0,0.348,0.361,0.362,0.388,p,6,False,2018
2018-06-19,30.5,25.5,36.6,31.2,2018-06-19T05:11,2018-06-19T17:16,17.47,7.0,0.0,9.0,21.2,3.59,58,p,30.5,93.0,25.3,36.6,1012.7,1012.2,0.0,100.0,70.0,39.0,95.0,753.0,596.0,193.0,672.0,9.0,11.7,284.0,256.0,21.2,0.55,1.38,29.4,27.5,27.1,27.1,0.385,0.367,0.362,0.388,p,25.5,68.0,23.5,31.2,1008.2,1007.7,0.0,32.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1,1.4,18.0,58.0,6.8,0.0,0.24,25.1,26.4,27.1,27.0,0.35,0.36,0.361,0.388,p,6,False,2018
2018-06-20,27.7,24.2,33.6,29.0,2018-06-20T05:11,2018-06-20T17:17,12.54,10.9,0.0,7.0,16.9,2.54,58,p,27.7,94.0,24.4,33.6,1013.9,1013.4,0.0,100.0,100.0,98.0,100.0,591.0,349.0,250.0,413.5,7.0,12.6,330.0,333.0,16.9,0.42,0.74,28.0,27.1,27.1,27.0,0.408,0.396,0.365,0.388,p,24.2,80.0,22.7,29.0,1010.4,1009.9,0.0,42.0,2.0,2.0,91.0,0.0,0.0,0.0,0.0,0.7,0.7,174.0,163.0,7.9,0.0,0.18,25.8,26.6,27.0,27.0,0.386,0.368,0.361,0.387,p,6,False,2018
2018-06-21,29.7,24.1,35.5,29.5,2018-06-21T05:12,2018-06-21T17:17,14.2,7.0,0.0,9.1,20.5,2.93,58,p,29.7,96.0,25.1,35.5,1014.0,1013.5,0.0,100.0,100.0,70.0,100.0,619.0,484.0,364.0,565.9,9.1,14.1,309.0,310.0,20.5,0.45,0.99,28.6,26.9,27.0,27.0,0.4,0.394,0.366,0.387,p,24.1,76.0,22.9,29.5,1008.8,1008.3,0.0,20.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.2,2.5,162.0,159.0,7.9,0.0,0.13,25.1,26.1,26.9,27.0,0.387,0.388,0.363,0.387,p,6,False,2018
2018-06-22,28.5,24.7,33.2,29.7,2018-06-22T05:12,2018-06-22T17:17,9.41,7.7,0.0,10.5,24.1,2.02,58,p,28.5,94.0,24.6,33.2,1014.0,1013.5,0.0,100.0,89.0,100.0,100.0,559.0,319.0,263.0,425.6,10.5,16.9,246.0,236.0,24.1,0.39,0.89,27.9,26.6,26.9,27.0,0.404,0.402,0.374,0.387,p,24.7,77.0,23.4,29.7,1008.6,1008.1,0.0,19.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,3.5,7.5,162.0,162.0,9.4,0.0,0.18,25.6,26.2,26.9,27.0,0.387,0.39,0.367,0.387,p,6,False,2018
2018-06-23,29.4,24.5,34.8,29.5,2018-06-23T05:12,2018-06-23T17:17,15.04,5.1,0.0,8.0,20.2,3.07,58,p,29.4,96.0,25.0,34.8,1012.7,1012.2,0.0,100.0,96.0,29.0,99.0,626.0,441.0,350.0,485.6,8.0,12.3,315.0,301.0,20.2,0.46,1.07,28.5,26.8,26.9,27.0,0.4,0.394,0.378,0.387,p,24.5,74.0,23.2,29.5,1008.0,1007.5,0.0,19.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.8,153.0,152.0,5.8,0.0,0.12,25.1,25.9,26.8,27.0,0.384,0.388,0.374,0.386,p,6,False,2018
2018-06-24,30.0,24.5,36.5,29.6,2018-06-24T05:12,2018-06-24T17:17,14.94,3.9,0.0,9.8,17.6,3.04,58,p,30.0,96.0,26.0,36.5,1011.4,1010.9,0.0,61.0,35.0,39.0,96.0,665.0,517.0,270.0,523.6,9.8,16.4,243.0,210.0,17.6,0.47,0.92,28.5,26.9,26.8,27.0,0.403,0.393,0.382,0.386,p,24.5,78.0,23.3,29.6,1007.2,1006.7,0.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.4,2.2,37.0,84.0,8.6,0.0,0.13,25.0,25.8,26.8,27.0,0.387,0.386,0.378,0.386,p,6,False,2018
2018-06-25,29.5,24.3,35.1,29.1,2018-06-25T05:12,2018-06-25T17:18,16.62,5.0,0.0,9.8,19.4,3.31,58,p,29.5,98.0,25.4,35.1,1011.8,1011.3,0.0,100.0,100.0,41.0,99.0,716.0,514.0,297.0,571.8,9.8,15.8,328.0,321.0,19.4,0.5,1.18,28.9,27.1,26.8,27.0,0.4,0.392,0.382,0.386,p,24.3,71.0,23.4,29.1,1007.9,1007.4,0.0,35.0,14.0,3.0,16.0,0.0,0.0,0.0,0.0,1.8,1.8,186.0,185.0,6.1,0.0,0.07,25.7,26.1,26.7,27.0,0.381,0.385,0.376,0.386,p,6,False,2018
2018-06-26,27.7,24.0,33.1,28.8,2018-06-26T05:13,2018-06-26T17:18,8.02,12.1,0.0,9.9,20.2,1.76,58,p,27.7,96.0,24.8,33.1,1012.2,1011.7,0.0,100.0,100.0,100.0,100.0,350.0,132.0,268.0,139.3,9.9,16.3,300.0,283.0,20.2,0.25,0.64,28.1,26.6,26.7,27.0,0.405,0.402,0.388,0.386,p,24.0,82.0,23.1,28.8,1008.8,1008.3,0.0,49.0,9.0,5.0,93.0,0.0,0.0,0.0,0.0,4.4,6.6,226.0,223.0,9.4,0.0,0.13,25.7,26.1,26.7,27.0,0.394,0.39,0.379,0.386,p,6,False,2018
