time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm)_x,elevation,city_x,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa),snowfall (cm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (km/h),windspeed_100m (km/h),winddirection_10m (°),winddirection_100m (°),windgusts_10m (km/h),et0_fao_evapotranspiration (mm)_y,vapor_pressure_deficit (kPa),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),city_y,month
2018-08-13,33.3,24.9,39.5,29.1,2018-08-13T06:26,2018-08-13T18:46,23.32,0.0,0.0,9.7,24.5,5.14,5,lh,24.6,90.0,22.9,30.7,1009.8,1011.5,0.0,19.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,4.5,7.0,166.0,145.0,9.7,0.0,0.3,25.3,27.4,27.1,27.0,0.39,0.395,0.385,0.404,lh,2018
2018-08-14,34.2,25.0,40.1,29.5,2018-08-14T06:26,2018-08-14T18:45,22.88,0.0,0.0,6.5,20.5,5.04,5,lh,25.7,89.0,23.7,31.1,1009.8,1011.5,0.0,28.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,3.4,4.7,198.0,180.0,7.9,0.0,0.36,25.8,27.5,27.1,27.0,0.372,0.384,0.383,0.404,lh,2018
2018-08-15,34.0,25.7,39.7,30.6,2018-08-15T06:26,2018-08-15T18:45,22.02,0.1,0.0,9.8,26.6,4.91,5,lh,27.6,82.0,24.2,31.8,1009.9,1011.6,0.0,30.0,0.0,2.0,97.0,0.0,0.0,0.0,0.0,3.9,5.4,248.0,278.0,6.1,0.0,0.66,25.7,27.5,27.1,27.0,0.38,0.378,0.382,0.404,lh,2018
2018-08-16,33.8,25.3,39.9,30.5,2018-08-16T06:26,2018-08-16T18:45,21.45,0.3,0.0,8.3,25.2,4.71,5,lh,25.8,92.0,24.4,31.8,1010.3,1012.0,0.0,34.0,3.0,2.0,100.0,0.0,0.0,0.0,0.0,5.1,8.2,266.0,285.0,8.3,0.0,0.27,26.0,27.6,27.2,27.0,0.385,0.373,0.38,0.404,lh,2018
2018-08-17,34.8,25.4,41.3,30.9,2018-08-17T06:26,2018-08-17T18:44,21.31,0.5,0.0,9.9,24.1,4.84,5,lh,25.1,93.0,23.9,32.2,1008.9,1010.6,0.0,41.0,1.0,18.0,96.0,0.0,0.0,0.0,0.0,2.8,1.8,220.0,191.0,7.6,0.0,0.21,26.0,27.6,27.2,27.0,0.4,0.373,0.378,0.403,lh,2018
2018-08-18,34.3,25.7,39.7,30.7,2018-08-18T06:25,2018-08-18T18:44,22.15,0.6,0.0,8.7,29.2,4.93,5,lh,25.1,94.0,24.0,31.5,1007.5,1009.2,0.0,36.0,0.0,10.0,99.0,0.0,0.0,0.0,0.0,8.3,13.0,162.0,156.0,11.5,0.01,0.19,25.9,27.6,27.2,27.0,0.403,0.4,0.378,0.403,lh,2018
2018-08-19,33.0,25.2,38.3,30.1,2018-08-19T06:25,2018-08-19T18:44,17.1,0.0,0.0,10.5,22.0,3.85,5,lh,25.5,93.0,24.4,31.8,1008.2,1009.9,0.0,31.0,5.0,6.0,77.0,0.0,0.0,0.0,0.0,4.5,6.0,209.0,205.0,8.3,0.0,0.22,26.2,27.6,27.2,27.0,0.414,0.4,0.377,0.403,lh,2018
2018-08-20,32.3,25.2,38.0,30.4,2018-08-20T06:25,2018-08-20T18:43,18.0,3.8,0.0,8.2,21.2,3.89,5,lh,25.2,93.0,23.9,32.0,1009.2,1010.9,0.0,36.0,6.0,3.0,96.0,0.0,0.0,0.0,0.0,5.6,9.2,135.0,121.0,15.1,0.01,0.24,25.7,27.3,27.2,27.0,0.416,0.403,0.377,0.403,lh,2018
2018-08-21,32.4,25.0,38.6,30.3,2018-08-21T06:25,2018-08-21T18:43,18.13,7.3,0.0,8.0,21.2,3.89,5,lh,24.6,93.0,23.3,30.9,1010.5,1012.2,0.0,55.0,7.0,32.0,99.0,0.0,0.0,0.0,0.0,6.1,8.0,183.0,175.0,10.1,0.0,0.22,25.5,27.2,27.2,27.0,0.422,0.423,0.379,0.403,lh,2018
2018-08-22,29.7,24.5,35.6,29.7,2018-08-22T06:25,2018-08-22T18:43,16.63,9.4,0.0,9.9,24.1,3.47,5,lh,24.8,93.0,23.6,31.3,1009.8,1011.5,0.0,49.0,13.0,12.0,99.0,0.0,0.0,0.0,0.0,3.0,3.7,256.0,259.0,6.1,0.0,0.22,25.7,27.2,27.2,27.0,0.411,0.43,0.388,0.403,lh,2018
2018-08-23,31.3,25.2,36.2,29.8,2018-08-23T06:25,2018-08-23T18:42,15.95,0.0,0.0,10.9,20.5,3.58,5,lh,25.4,93.0,24.2,30.9,1010.1,1011.8,0.0,43.0,0.0,22.0,99.0,0.0,0.0,0.0,0.0,4.7,6.6,203.0,171.0,13.0,0.0,0.22,25.9,27.0,27.2,27.0,0.438,0.433,0.392,0.402,lh,2018
2018-08-24,32.8,24.3,38.1,28.6,2018-08-24T06:25,2018-08-24T18:42,22.2,0.4,0.0,11.3,26.3,4.82,5,lh,24.9,90.0,23.2,30.9,1010.5,1012.2,0.0,36.0,0.0,11.0,97.0,0.0,0.0,0.0,0.0,3.9,6.9,158.0,141.0,10.4,0.0,0.31,25.4,27.0,27.1,27.0,0.416,0.419,0.394,0.402,lh,2018
2018-08-25,32.6,24.0,38.8,28.3,2018-08-25T06:25,2018-08-25T18:41,20.24,0.0,0.0,8.6,23.4,4.42,5,lh,24.3,91.0,22.8,30.4,1010.4,1012.1,0.0,34.0,3.0,2.0,99.0,0.0,0.0,0.0,0.0,3.7,5.8,191.0,180.0,9.0,0.0,0.26,25.2,27.0,27.1,27.0,0.405,0.408,0.394,0.402,lh,2018
2018-08-26,33.2,24.3,38.8,28.8,2018-08-26T06:24,2018-08-26T18:41,23.81,0.0,0.0,10.2,25.2,5.14,5,lh,24.8,90.0,23.1,30.5,1009.8,1011.5,0.0,30.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,3.6,5.2,174.0,168.0,7.9,0.0,0.3,25.1,26.8,27.0,27.0,0.398,0.4,0.393,0.402,lh,2018
2018-08-27,33.2,24.8,39.0,29.8,2018-08-27T06:24,2018-08-27T18:41,20.98,1.9,0.0,7.9,22.3,4.53,5,lh,24.8,91.0,23.1,31.0,1009.5,1011.2,0.0,41.0,11.0,3.0,98.0,0.0,0.0,0.0,0.0,2.1,1.1,211.0,198.0,6.5,0.0,0.29,25.3,27.2,27.0,27.0,0.382,0.39,0.391,0.402,lh,2018
2018-08-28,32.7,24.9,38.2,29.4,2018-08-28T06:24,2018-08-28T18:40,21.48,0.2,0.0,8.7,23.0,4.61,5,lh,24.6,93.0,23.4,31.7,1010.9,1012.6,0.0,30.0,0.0,3.0,93.0,0.0,0.0,0.0,0.0,4.5,7.5,166.0,145.0,10.1,0.0,0.22,25.4,27.1,27.0,27.0,0.39,0.385,0.39,0.402,lh,2018
2018-08-29,33.2,24.8,39.5,29.9,2018-08-29T06:24,2018-08-29T18:40,22.19,1.2,0.0,7.9,23.0,4.69,5,lh,24.9,91.0,23.3,31.3,1011.7,1013.4,0.0,78.0,12.0,66.0,93.0,0.0,0.0,0.0,0.0,3.1,3.6,201.0,186.0,9.4,0.0,0.29,25.3,27.2,27.0,27.0,0.379,0.379,0.388,0.401,lh,2018
2018-08-30,33.5,24.6,40.0,29.7,2018-08-30T06:24,2018-08-30T18:39,24.13,0.4,0.0,9.0,24.5,5.16,5,lh,24.9,92.0,23.5,31.1,1011.9,1013.6,0.0,56.0,24.0,17.0,82.0,0.0,0.0,0.0,0.0,4.8,8.3,167.0,162.0,9.4,0.0,0.26,25.6,27.2,27.0,27.0,0.389,0.375,0.387,0.401,lh,2018
2018-08-31,33.8,24.2,39.8,28.4,2018-08-31T06:24,2018-08-31T18:39,25.03,4.9,0.0,11.5,28.8,5.37,5,lh,24.5,93.0,23.2,31.2,1011.6,1013.3,0.0,65.0,21.0,37.0,80.0,0.0,0.0,0.0,0.0,5.3,6.6,208.0,221.0,9.4,0.0,0.22,25.6,27.3,27.0,27.0,0.383,0.371,0.385,0.401,lh,2018
2018-09-01,33.5,23.5,40.2,28.0,2018-09-01T06:23,2018-09-01T18:38,25.09,1.0,0.0,8.7,24.1,5.26,5,lh,24.3,93.0,23.1,29.1,1012.7,1014.4,0.0,39.0,3.0,15.0,91.0,0.0,0.0,0.0,0.0,7.6,10.7,172.0,168.0,11.2,0.0,0.22,25.6,27.3,27.0,27.0,0.404,0.39,0.383,0.401,lh,2018
2018-09-02,32.7,24.1,40.2,28.2,2018-09-02T06:23,2018-09-02T18:38,25.11,4.8,0.0,7.2,20.5,5.29,5,lh,24.8,91.0,23.2,30.6,1013.3,1015.0,0.0,41.0,11.0,6.0,91.0,0.0,0.0,0.0,0.0,6.9,10.9,174.0,172.0,14.0,0.01,0.3,26.1,27.5,27.1,27.0,0.403,0.387,0.382,0.401,lh,2018
2018-09-03,31.8,23.9,38.1,28.3,2018-09-03T06:23,2018-09-03T18:37,21.58,16.9,0.0,8.5,22.3,4.49,5,lh,23.5,97.0,23.0,29.5,1012.7,1014.4,0.0,42.0,5.0,17.0,90.0,0.0,0.0,0.0,0.0,4.5,7.2,166.0,162.0,12.6,0.0,0.09,25.7,27.5,27.1,27.0,0.444,0.395,0.381,0.401,lh,2018
2018-09-04,29.5,24.0,35.1,28.3,2018-09-04T06:23,2018-09-04T18:37,13.5,2.4,0.0,8.0,22.3,2.87,5,lh,24.2,97.0,23.7,28.3,1013.1,1014.8,0.0,79.0,4.0,76.0,99.0,0.0,0.0,0.0,0.0,8.0,10.6,185.0,190.0,10.8,0.0,0.1,25.9,27.3,27.1,27.0,0.431,0.436,0.382,0.4,lh,2018
2018-09-05,31.6,24.6,38.2,29.1,2018-09-05T06:23,2018-09-05T18:37,21.36,0.5,0.0,8.5,23.4,4.46,5,lh,24.8,89.0,22.8,30.6,1012.1,1013.8,0.0,45.0,0.0,25.0,99.0,0.0,0.0,0.0,0.0,2.5,3.8,172.0,163.0,10.4,0.0,0.35,25.0,26.6,27.1,27.0,0.41,0.416,0.389,0.4,lh,2018
2018-09-06,30.9,24.5,37.4,28.5,2018-09-06T06:23,2018-09-06T18:36,22.31,0.0,0.0,8.6,20.5,4.68,5,lh,24.9,91.0,23.4,30.1,1011.7,1013.4,0.0,59.0,18.0,23.0,98.0,0.0,0.0,0.0,0.0,8.6,12.8,213.0,218.0,11.2,0.01,0.27,25.6,26.9,27.0,27.0,0.406,0.405,0.389,0.4,lh,2018
2018-09-07,31.7,24.1,37.4,27.9,2018-09-07T06:22,2018-09-07T18:36,22.63,0.0,0.0,19.2,37.4,5.03,5,lh,24.3,92.0,23.0,29.9,1010.7,1012.4,0.0,43.0,6.0,13.0,98.0,0.0,0.0,0.0,0.0,5.1,6.8,262.0,270.0,9.4,0.0,0.23,25.5,27.3,27.0,27.0,0.4,0.398,0.389,0.4,lh,2018
2018-09-08,31.5,24.1,36.5,28.3,2018-09-08T06:22,2018-09-08T18:35,20.27,7.6,0.0,18.0,36.7,4.37,5,lh,25.5,90.0,23.8,30.2,1010.8,1012.5,0.0,32.0,1.0,2.0,98.0,0.0,0.0,0.0,0.0,9.5,14.2,279.0,286.0,17.3,0.01,0.32,26.3,27.4,27.1,27.0,0.385,0.388,0.387,0.4,lh,2018
2018-09-09,32.1,23.8,37.2,28.6,2018-09-09T06:22,2018-09-09T18:35,19.08,8.4,0.0,10.2,23.4,4.02,5,lh,24.0,98.0,23.6,29.0,1010.9,1012.6,0.0,42.0,11.0,27.0,53.0,0.0,0.0,0.0,0.0,3.9,5.0,214.0,201.0,11.5,0.0,0.07,25.6,27.0,27.1,27.0,0.413,0.386,0.386,0.4,lh,2018
2018-09-10,30.1,23.6,35.1,27.9,2018-09-10T06:22,2018-09-10T18:34,9.67,8.2,0.0,8.4,17.3,2.14,5,lh,23.7,97.0,23.2,29.3,1014.0,1015.7,0.0,71.0,3.0,63.0,100.0,0.0,0.0,0.0,0.0,6.2,9.5,187.0,171.0,14.4,0.0,0.09,25.3,26.7,27.0,27.0,0.448,0.421,0.386,0.399,lh,2018
2018-09-11,30.1,23.2,37.0,27.4,2018-09-11T06:22,2018-09-11T18:34,20.54,1.2,0.0,7.2,21.2,4.14,5,lh,23.1,94.0,22.2,28.7,1013.9,1015.7,0.0,100.0,42.0,73.0,99.0,0.0,0.0,0.0,0.0,4.3,4.7,204.0,189.0,10.8,0.0,0.16,24.3,25.8,26.9,27.0,0.45,0.441,0.391,0.399,lh,2018
2018-09-12,31.3,24.3,37.4,28.7,2018-09-12T06:21,2018-09-12T18:33,22.36,1.2,0.0,9.7,25.9,4.63,5,lh,24.0,94.0,22.9,31.2,1013.4,1015.1,0.0,65.0,20.0,29.0,97.0,0.0,0.0,0.0,0.0,5.1,9.1,184.0,173.0,10.8,0.0,0.19,24.9,26.5,26.8,27.0,0.434,0.431,0.396,0.399,lh,2018
2018-09-13,30.7,23.9,37.1,28.9,2018-09-13T06:21,2018-09-13T18:33,18.27,0.0,0.0,7.9,16.6,3.81,5,lh,24.0,94.0,22.9,30.9,1011.8,1013.5,0.0,62.0,17.0,30.0,96.0,0.0,0.0,0.0,0.0,1.5,2.7,166.0,157.0,9.0,0.0,0.18,25.0,26.6,26.8,27.0,0.425,0.435,0.403,0.399,lh,2018
2018-09-14,31.2,24.6,37.2,29.6,2018-09-14T06:21,2018-09-14T18:32,19.16,3.5,0.0,9.9,23.8,4.0,5,lh,24.4,93.0,23.2,30.5,1011.4,1013.1,0.0,40.0,4.0,11.0,100.0,0.0,0.0,0.0,0.0,4.0,6.5,260.0,264.0,7.6,0.0,0.21,25.2,26.6,26.8,27.0,0.425,0.425,0.405,0.399,lh,2018
2018-09-15,29.6,24.1,35.0,28.9,2018-09-15T06:21,2018-09-15T18:32,11.41,13.2,0.0,10.8,18.0,2.5,5,lh,24.1,96.0,23.4,30.7,1011.4,1013.1,0.0,95.0,15.0,85.0,100.0,0.0,0.0,0.0,0.0,3.7,5.4,191.0,180.0,7.9,0.0,0.12,25.4,26.8,26.8,27.0,0.441,0.427,0.406,0.399,lh,2018
2018-09-16,29.8,24.1,35.7,28.9,2018-09-16T06:20,2018-09-16T18:31,10.44,5.5,0.0,8.0,19.4,2.31,5,lh,23.9,97.0,23.5,29.9,1009.2,1010.9,0.0,68.0,0.0,63.0,100.0,0.0,0.0,0.0,0.0,6.6,9.4,202.0,178.0,9.4,0.0,0.08,25.2,26.4,26.7,27.0,0.453,0.444,0.416,0.4,lh,2018
2018-09-17,31.5,24.8,38.3,29.6,2018-09-17T06:20,2018-09-17T18:31,17.72,18.9,0.0,9.4,21.2,3.77,5,lh,24.7,91.0,23.2,32.3,1008.3,1010.0,0.0,80.0,0.0,83.0,100.0,0.0,0.0,0.0,0.0,1.8,3.2,270.0,333.0,6.8,0.0,0.27,24.7,26.1,26.7,27.0,0.415,0.436,0.426,0.4,lh,2018
2018-09-18,27.5,24.3,33.1,28.9,2018-09-18T06:20,2018-09-18T18:30,11.08,7.3,0.0,13.2,25.6,2.28,5,lh,24.5,97.0,24.0,29.1,1010.5,1012.2,0.0,95.0,6.0,99.0,100.0,0.0,0.0,0.0,0.0,11.5,16.1,131.0,129.0,15.5,0.0,0.08,25.3,26.2,26.6,27.0,0.444,0.449,0.431,0.401,lh,2018
2018-09-19,31.8,23.6,39.1,27.7,2018-09-19T06:20,2018-09-19T18:30,23.54,1.9,0.0,9.2,24.1,4.86,5,lh,25.1,93.0,23.8,30.1,1010.6,1012.3,0.0,31.0,1.0,1.0,99.0,0.0,0.0,0.0,0.0,9.2,14.5,159.0,150.0,24.1,0.0,0.23,25.5,26.3,26.6,27.0,0.44,0.442,0.433,0.402,lh,2018
2018-09-20,31.4,25.7,38.6,30.0,2018-09-20T06:20,2018-09-20T18:29,21.42,0.0,0.0,9.5,25.6,4.61,5,lh,25.9,90.0,24.1,30.6,1010.1,1011.8,0.0,67.0,0.0,66.0,90.0,0.0,0.0,0.0,0.0,6.9,11.5,174.0,166.0,14.0,0.01,0.33,26.2,27.0,26.6,27.0,0.429,0.439,0.432,0.403,lh,2018
2018-09-21,31.9,24.5,39.2,28.8,2018-09-21T06:19,2018-09-21T18:29,23.64,0.5,0.0,10.7,25.6,4.92,5,lh,25.3,92.0,23.9,31.2,1011.2,1012.9,0.0,58.0,0.0,49.0,95.0,0.0,0.0,0.0,0.0,9.0,14.8,180.0,174.0,14.8,0.01,0.27,26.1,27.3,26.7,27.0,0.421,0.425,0.43,0.404,lh,2018
2018-09-22,30.4,25.2,36.6,30.3,2018-09-22T06:19,2018-09-22T18:28,20.8,1.1,0.0,13.3,29.2,4.35,5,lh,25.7,89.0,23.7,31.5,1012.5,1014.2,0.0,37.0,1.0,10.0,99.0,0.0,0.0,0.0,0.0,3.3,5.6,229.0,225.0,7.2,0.0,0.37,25.8,27.4,26.8,27.0,0.406,0.412,0.427,0.405,lh,2018
2018-09-23,31.4,24.3,39.0,29.3,2018-09-23T06:19,2018-09-23T18:28,20.82,9.8,0.0,10.2,25.2,4.23,5,lh,25.3,88.0,23.2,30.2,1013.1,1014.8,0.0,72.0,13.0,52.0,96.0,0.0,0.0,0.0,0.0,5.9,9.2,284.0,296.0,7.2,0.0,0.38,25.7,27.1,26.8,27.0,0.415,0.406,0.424,0.405,lh,2018
2018-09-24,30.9,24.0,38.0,28.8,2018-09-24T06:19,2018-09-24T18:27,20.96,8.5,0.0,8.5,21.2,4.24,5,lh,23.6,99.0,23.4,29.7,1012.7,1014.4,0.0,70.0,4.0,80.0,62.0,0.0,0.0,0.0,0.0,5.9,8.7,284.0,287.0,10.4,0.0,0.04,25.3,26.7,26.8,27.0,0.434,0.447,0.431,0.405,lh,2018
2018-09-25,29.8,24.1,37.3,28.6,2018-09-25T06:19,2018-09-25T18:27,16.01,8.0,0.0,7.9,20.5,3.27,5,lh,24.0,95.0,23.2,28.9,1012.2,1013.9,0.0,54.0,1.0,43.0,91.0,0.0,0.0,0.0,0.0,7.9,11.5,286.0,302.0,6.8,0.0,0.14,25.1,26.6,26.8,27.0,0.434,0.444,0.44,0.407,lh,2018
2018-09-26,31.4,23.6,37.2,27.8,2018-09-26T06:18,2018-09-26T18:26,21.07,4.2,0.0,9.1,24.5,4.36,5,lh,24.9,88.0,22.8,29.2,1012.6,1014.3,0.0,71.0,40.0,10.0,96.0,0.0,0.0,0.0,0.0,6.1,8.0,230.0,234.0,6.8,0.0,0.37,24.8,26.3,26.8,27.0,0.447,0.451,0.443,0.409,lh,2018
2018-09-27,31.0,24.7,38.0,29.6,2018-09-27T06:18,2018-09-27T18:26,21.61,4.7,0.0,11.3,24.8,4.36,5,lh,24.4,94.0,23.3,30.8,1011.5,1013.2,0.0,50.0,12.0,16.0,99.0,0.0,0.0,0.0,0.0,4.9,6.2,197.0,190.0,11.2,0.0,0.2,25.1,26.6,26.7,27.0,0.414,0.43,0.444,0.413,lh,2018
2018-09-28,29.6,24.3,37.1,28.9,2018-09-28T06:18,2018-09-28T18:25,17.49,9.0,0.0,9.2,19.1,3.54,5,lh,23.7,98.0,23.3,30.6,1011.1,1012.8,0.0,45.0,7.0,17.0,94.0,0.0,0.0,0.0,0.0,4.2,4.8,239.0,243.0,7.9,0.0,0.07,25.2,26.7,26.7,27.0,0.441,0.428,0.44,0.414,lh,2018
2018-09-29,31.1,24.7,38.2,30.0,2018-09-29T06:18,2018-09-29T18:25,22.76,4.2,0.0,10.7,25.2,4.64,5,lh,24.4,93.0,23.2,31.2,1010.9,1012.6,0.0,43.0,5.0,15.0,99.0,0.0,0.0,0.0,0.0,3.8,4.9,229.0,234.0,6.5,0.0,0.21,25.3,26.7,26.7,26.9,0.442,0.435,0.439,0.415,lh,2018
2018-09-30,30.3,24.7,38.1,30.0,2018-09-30T06:18,2018-09-30T18:24,19.73,7.9,0.0,7.4,22.7,4.05,5,lh,24.4,92.0,23.0,30.8,1010.0,1011.7,0.0,51.0,9.0,24.0,96.0,0.0,0.0,0.0,0.0,6.4,8.8,218.0,215.0,5.4,0.0,0.24,25.1,26.8,26.7,26.9,0.427,0.443,0.438,0.416,lh,2018
2018-10-01,30.7,24.4,37.2,29.6,2018-10-01T06:17,2018-10-01T18:24,16.4,11.2,0.0,7.9,21.6,3.4,5,lh,24.7,92.0,23.4,30.8,1010.2,1011.9,0.0,47.0,12.0,13.0,95.0,0.0,0.0,0.0,0.0,2.5,3.1,225.0,216.0,6.8,0.0,0.24,25.1,26.6,26.7,26.9,0.424,0.443,0.445,0.417,lh,2018
2018-10-02,29.2,24.2,34.6,29.2,2018-10-02T06:17,2018-10-02T18:23,15.53,2.7,0.0,8.4,17.3,3.25,5,lh,24.3,94.0,23.3,30.9,1012.0,1013.7,0.0,100.0,84.0,14.0,100.0,0.0,0.0,0.0,0.0,2.2,2.6,279.0,304.0,11.2,0.0,0.19,25.1,26.5,26.7,26.9,0.443,0.448,0.446,0.418,lh,2018
2018-10-03,30.3,24.8,36.4,29.5,2018-10-03T06:17,2018-10-03T18:23,21.23,0.6,0.0,13.1,29.2,4.36,5,lh,24.8,92.0,23.4,30.4,1011.5,1013.2,0.0,43.0,9.0,9.0,97.0,0.0,0.0,0.0,0.0,4.5,6.0,241.0,245.0,6.8,0.0,0.26,24.8,26.3,26.7,26.9,0.428,0.436,0.45,0.423,lh,2018
2018-10-04,30.3,24.4,37.2,29.2,2018-10-04T06:17,2018-10-04T18:23,14.58,5.0,0.0,9.7,19.1,3.03,5,lh,24.8,94.0,23.8,31.6,1010.5,1012.2,0.0,32.0,1.0,2.0,99.0,0.0,0.0,0.0,0.0,5.7,8.2,288.0,308.0,9.0,0.0,0.18,25.4,26.7,26.6,26.9,0.424,0.424,0.445,0.424,lh,2018
2018-10-05,30.8,24.6,37.8,29.8,2018-10-05T06:17,2018-10-05T18:22,17.85,18.0,0.0,8.4,22.7,3.67,5,lh,25.0,91.0,23.5,31.3,1011.3,1013.0,0.0,71.0,23.0,33.0,100.0,0.0,0.0,0.0,0.0,4.6,5.7,219.0,215.0,11.2,0.0,0.28,25.5,26.6,26.6,26.9,0.434,0.427,0.442,0.425,lh,2018
2018-10-06,28.6,24.2,35.5,28.2,2018-10-06T06:17,2018-10-06T18:22,10.91,20.6,0.0,12.3,24.1,2.33,5,lh,24.4,96.0,23.8,30.4,1011.5,1013.2,0.0,100.0,68.0,88.0,100.0,0.0,0.0,0.0,0.0,2.6,3.4,236.0,238.0,9.0,0.0,0.12,25.4,26.5,26.6,26.9,0.441,0.447,0.448,0.426,lh,2018
2018-10-07,30.2,24.3,34.7,29.3,2018-10-07T06:16,2018-10-07T18:21,15.87,2.9,0.0,15.0,30.2,3.38,5,lh,23.8,98.0,23.4,30.0,1012.3,1014.0,0.0,71.0,4.0,63.0,99.0,0.0,0.0,0.0,0.0,4.1,5.0,225.0,210.0,15.1,0.0,0.07,25.2,26.4,26.6,26.9,0.454,0.441,0.446,0.433,lh,2018
2018-10-08,29.3,24.1,36.0,29.0,2018-10-08T06:16,2018-10-08T18:21,14.33,13.0,0.0,8.2,22.7,3.01,5,lh,24.1,94.0,23.2,30.7,1012.1,1013.8,0.0,100.0,85.0,28.0,97.0,0.0,0.0,0.0,0.0,2.4,1.6,243.0,243.0,13.7,0.0,0.17,25.3,26.6,26.6,26.9,0.43,0.436,0.437,0.435,lh,2018
2018-10-09,30.0,24.1,36.9,29.2,2018-10-09T06:16,2018-10-09T18:20,18.68,14.8,0.0,6.2,19.4,3.82,5,lh,24.2,94.0,23.2,31.3,1011.6,1013.3,0.0,88.0,15.0,74.0,99.0,0.0,0.0,0.0,0.0,4.1,4.6,232.0,231.0,13.3,0.0,0.18,25.1,26.3,26.6,26.9,0.447,0.451,0.432,0.435,lh,2018
2018-10-10,27.5,24.3,32.4,29.3,2018-10-10T06:16,2018-10-10T18:20,8.02,22.9,0.0,12.1,26.3,1.73,5,lh,24.1,95.0,23.3,30.7,1012.2,1013.9,0.0,100.0,96.0,76.0,93.0,0.0,0.0,0.0,0.0,3.4,4.7,198.0,184.0,13.0,0.0,0.14,24.9,26.3,26.5,26.9,0.438,0.442,0.438,0.436,lh,2018
2018-10-11,26.1,23.9,30.9,27.9,2018-10-11T06:16,2018-10-11T18:20,6.51,23.2,0.0,12.1,25.2,1.33,5,lh,24.2,93.0,23.0,29.9,1011.6,1013.3,0.0,57.0,16.0,21.0,100.0,0.0,0.0,0.0,0.0,9.8,16.5,298.0,306.0,18.0,0.0,0.21,24.8,25.8,26.5,26.9,0.438,0.446,0.443,0.438,lh,2018
2018-10-12,26.9,23.8,32.2,27.7,2018-10-12T06:16,2018-10-12T18:19,8.02,22.9,0.0,10.8,20.9,1.74,5,lh,23.3,96.0,22.6,30.0,1013.5,1015.2,0.0,74.0,0.0,74.0,100.0,0.0,0.0,0.0,0.0,8.1,11.6,257.0,277.0,16.6,0.0,0.13,24.3,25.4,26.4,26.9,0.455,0.451,0.447,0.441,lh,2018
2018-10-13,29.3,23.8,35.9,27.8,2018-10-13T06:16,2018-10-13T18:19,16.26,13.1,0.0,13.4,27.7,3.22,5,lh,23.3,97.0,22.8,28.7,1014.4,1016.1,0.0,92.0,14.0,82.0,100.0,0.0,0.0,0.0,0.0,10.7,16.3,282.0,292.0,14.8,0.0,0.09,24.1,25.1,26.2,26.9,0.453,0.456,0.453,0.443,lh,2018
2018-10-14,29.8,24.1,35.6,28.8,2018-10-14T06:16,2018-10-14T18:18,16.72,1.3,0.0,7.7,15.8,3.39,5,lh,23.0,98.0,22.6,29.6,1013.9,1015.6,0.0,54.0,9.0,27.0,99.0,0.0,0.0,0.0,0.0,7.7,12.3,281.0,291.0,13.3,0.0,0.07,24.3,25.4,26.1,26.8,0.441,0.447,0.457,0.447,lh,2018
2018-10-15,30.2,24.4,37.6,29.2,2018-10-15T06:15,2018-10-15T18:18,20.07,3.2,0.0,9.7,23.4,4.07,5,lh,24.6,92.0,23.2,31.2,1013.3,1015.0,0.0,100.0,71.0,23.0,95.0,0.0,0.0,0.0,0.0,4.2,5.0,250.0,270.0,6.5,0.0,0.25,24.8,26.1,26.1,26.8,0.43,0.432,0.452,0.448,lh,2018
2018-10-16,28.9,24.0,34.3,28.9,2018-10-16T06:15,2018-10-16T18:18,12.59,4.5,0.0,9.1,13.0,2.66,5,lh,24.8,93.0,23.6,30.7,1013.0,1014.7,0.0,63.0,30.0,14.0,93.0,0.0,0.0,0.0,0.0,3.8,5.2,311.0,335.0,7.9,0.0,0.21,25.3,26.5,26.2,26.8,0.434,0.429,0.447,0.448,lh,2018
2018-10-17,30.3,23.1,37.2,27.2,2018-10-17T06:15,2018-10-17T18:17,20.44,0.8,0.0,7.2,18.4,4.12,5,lh,23.3,98.0,22.9,28.8,1013.5,1015.2,0.0,78.0,28.0,40.0,96.0,0.0,0.0,0.0,0.0,7.2,10.1,243.0,243.0,13.0,0.0,0.07,24.9,26.3,26.2,26.8,0.45,0.445,0.444,0.448,lh,2018
